,Date,ADX
0,2019-02-21,6.356519519240521
1,2019-02-22,6.419026312330429
2,2019-02-25,6.37045710718007
3,2019-02-26,6.664020365854117
4,2019-02-27,6.794058657494501
5,2019-02-28,6.914808499732001
6,2019-03-01,6.96430988428147
7,2019-03-05,7.07527137971613
8,2019-03-06,6.741901017500104
9,2019-03-07,6.432342824013795
10,2019-03-08,6.728758469726877
11,2019-03-11,6.535892833176422
12,2019-03-12,6.274369510273618
13,2019-03-13,5.884491771177748
14,2019-03-14,5.509659286013376
15,2019-03-15,5.440101135480292
16,2019-03-18,5.375511424271001
17,2019-03-19,5.0846344813854
18,2019-03-20,5.266379133075418
19,2019-03-22,5.850362960622648
20,2019-03-25,5.805443422285102
21,2019-03-26,6.108100189611305
22,2019-03-27,6.56920602950426
23,2019-03-28,6.242494742522806
24,2019-04-01,7.130843279353023
25,2019-04-02,7.955738349266796
26,2019-04-03,8.80820091243162
27,2019-04-04,8.949463980358667
28,2019-04-05,9.247732744325802
29,2019-04-08,9.651837195969714
30,2019-04-09,9.772625683744518
31,2019-04-10,9.543037094521845
32,2019-04-11,9.329847690243648
33,2019-04-12,8.814971014450174
34,2019-04-15,8.80969543249281
35,2019-04-16,9.306734876399121
36,2019-04-18,8.786826049393577
37,2019-04-22,9.266953005324423
38,2019-04-23,9.824968458853899
39,2019-04-24,10.551720502907257
40,2019-04-25,11.422360479580368
41,2019-04-26,12.230811886491113
42,2019-04-30,11.98108706562123
43,2019-05-02,11.541673077372305
44,2019-05-03,11.133645802569731
45,2019-05-06,11.745121936599274
46,2019-05-07,11.610998484036282
47,2019-05-08,11.898180007864259
48,2019-05-09,12.229255986349026
49,2019-05-10,12.95909049908566
50,2019-05-13,13.96678881908428
51,2019-05-14,15.372419607999307
52,2019-05-15,16.149462523096982
53,2019-05-16,16.87100237283054
54,2019-05-17,17.958519761914662
55,2019-05-20,17.304059213051072
56,2019-05-21,16.79351505628163
57,2019-05-22,16.319438339281437
58,2019-05-23,16.620147957692673
59,2019-05-24,17.04034966957036
60,2019-05-27,16.159737816171955
61,2019-05-28,15.664254515236733
62,2019-05-29,14.556147380793876
63,2019-05-30,13.682627699157552
64,2019-05-31,13.080283408253493
65,2019-06-03,12.675958044589029
66,2019-06-04,12.276929881082031
67,2019-06-06,12.532991113912358
68,2019-06-07,12.82840220961224
69,2019-06-10,12.578434712206136
70,2019-06-11,11.76845679824964
71,2019-06-12,11.308000576901055
72,2019-06-13,10.764128670173237
73,2019-06-14,10.347043244431772
74,2019-06-17,10.230765214931777
75,2019-06-18,10.905151210131221
76,2019-06-19,11.256862356059946
77,2019-06-20,11.648399471800584
78,2019-06-21,11.015435717682243
79,2019-06-24,11.160160896092757
80,2019-06-25,10.787493568670845
81,2019-06-26,11.42135602053805
82,2019-06-27,12.257582072946215
83,2019-06-28,12.554358783694298
84,2019-07-01,13.362338446196947
85,2019-07-02,13.785322088553867
86,2019-07-03,13.998124252366397
87,2019-07-04,14.195726261620889
88,2019-07-05,13.962434888810364
89,2019-07-08,14.286513947824982
90,2019-07-09,14.906401885272373
91,2019-07-10,15.582666173258207
92,2019-07-11,15.70192065860934
93,2019-07-12,15.240445491683824
94,2019-07-15,15.14121247391719
95,2019-07-16,14.652375640722052
96,2019-07-17,13.763785674361504
97,2019-07-18,12.938666419883853
98,2019-07-19,13.170776147855387
99,2019-07-22,12.902384514144668
100,2019-07-23,12.653163711413287
101,2019-07-24,13.42523739553623
102,2019-07-25,14.180339533661698
103,2019-07-26,15.020734172462324
104,2019-07-29,16.24994153150751
105,2019-07-30,17.978522465204538
106,2019-07-31,20.135317867807775
107,2019-08-01,22.6353885153893
108,2019-08-02,25.317990728041405
109,2019-08-05,28.171085564695854
110,2019-08-06,29.436417020510785
111,2019-08-07,30.19930465445821
112,2019-08-08,30.955730538981395
113,2019-08-09,30.912243679167464
114,2019-08-13,30.916448878576993
115,2019-08-14,30.642932387076154
116,2019-08-16,30.76273166431773
117,2019-08-19,30.64162285552996
118,2019-08-20,30.496734145761923
119,2019-08-21,31.111855947302587
120,2019-08-22,31.771993086370827
121,2019-08-23,31.496218822217912
122,2019-08-26,31.4278264371363
123,2019-08-27,31.295122316501157
124,2019-08-28,31.402096782784024
125,2019-08-29,31.79740311871421
126,2019-08-30,30.188644942184286
127,2019-09-03,29.51265532731924
128,2019-09-04,29.03299578031839
129,2019-09-05,26.964821876901773
130,2019-09-06,25.257727670308494
131,2019-09-09,23.749783462887482
132,2019-09-11,23.202980449079075
133,2019-09-12,23.289053104619608
134,2019-09-13,24.010978349660867
135,2019-09-16,24.68133750577061
136,2019-09-17,25.549769212659733
137,2019-09-18,26.356170083342494
138,2019-09-19,25.896510975546814
139,2019-09-20,26.82181829242288
140,2019-09-23,27.681032229522078
141,2019-09-24,27.939741397071625
142,2019-09-25,26.522571023750636
143,2019-09-26,25.206627105666865
144,2019-09-27,23.82217581167827
145,2019-09-30,22.653400929638213
146,2019-10-01,21.040772846769293
147,2019-10-03,20.68565093773992
148,2019-10-04,20.355894879355503
149,2019-10-07,20.123552771697632
150,2019-10-09,19.442030199152235
151,2019-10-10,18.80918781036008
152,2019-10-11,17.47134918859321
153,2019-10-14,16.600968875573788
154,2019-10-15,16.654364760446573
155,2019-10-16,16.703946653542726
156,2019-10-17,15.660947866302735
157,2019-10-18,15.016976284024633
158,2019-10-22,14.056409883439263
159,2019-10-23,13.176422618190552
160,2019-10-24,13.055729446942028
161,2019-10-25,12.943657216496971
162,2019-10-27,12.839590145369419
163,2019-10-29,12.413473700339722
