,Date,ADX
0,2019-05-29,3.817787385749366
1,2019-05-30,3.6349638562841493
2,2019-05-31,3.5479294509567993
3,2019-06-03,3.5835432531633593
4,2019-06-04,3.499645260297644
5,2019-06-06,3.502586761504334
6,2019-06-07,3.53980661390963
7,2019-06-10,3.6611825946014704
8,2019-06-11,3.7738888623867513
9,2019-06-12,4.015466079823093
10,2019-06-13,4.389728121021144
11,2019-06-14,4.737257159276476
12,2019-06-17,5.160679895522535
13,2019-06-18,5.5795878874157925
14,2019-06-19,6.258304007027102
15,2019-06-20,6.765665978150331
16,2019-06-21,7.196100139166061
17,2019-06-24,7.373222172038099
18,2019-06-25,7.24393282149349
19,2019-06-26,6.856888097227649
20,2019-06-27,6.497489424695083
21,2019-06-28,6.702105132064363
22,2019-07-01,7.814458742549509
23,2019-07-02,8.847358523714288
24,2019-07-03,10.383078130175507
25,2019-07-04,11.809103479032354
26,2019-07-05,11.466137307165372
27,2019-07-08,11.003553204212622
28,2019-07-09,10.574010822899355
29,2019-07-10,9.847099068213874
30,2019-07-11,9.466383524264353
31,2019-07-12,9.112861947739797
32,2019-07-15,8.55324055203759
33,2019-07-16,8.275792738306368
34,2019-07-17,8.2697159957983
35,2019-07-18,8.264073306326523
36,2019-07-19,8.2394016079123
37,2019-07-22,8.687508017736032
38,2019-07-23,9.103606826858071
39,2019-07-24,10.143246502319835
40,2019-07-25,11.407999196352895
41,2019-07-26,12.582412412240737
42,2019-07-29,13.036784859033995
43,2019-07-30,12.506221309567254
44,2019-07-31,12.662522626674164
45,2019-08-01,12.570341909891235
46,2019-08-02,12.590664801125863
47,2019-08-05,12.822176427846278
48,2019-08-06,12.455192191975707
49,2019-08-07,12.008979983423968
50,2019-08-08,11.89008020738795
51,2019-08-09,11.084133328505716
52,2019-08-13,10.335754083829357
53,2019-08-14,9.696717713927894
54,2019-08-16,9.055105329282728
55,2019-08-19,8.617797310118018
56,2019-08-20,8.562705147483282
57,2019-08-21,9.090779039570336
58,2019-08-22,10.531597808373865
59,2019-08-23,11.869500950834288
60,2019-08-26,11.460235049753935
61,2019-08-27,11.199592960099352
62,2019-08-28,10.957568162562955
63,2019-08-29,11.217867809408776
64,2019-08-30,12.476902718162263
65,2019-09-03,13.555269129792082
66,2019-09-04,14.415487698109134
67,2019-09-05,15.489503090408439
68,2019-09-06,16.486803097543508
69,2019-09-09,17.932961398006587
70,2019-09-11,19.358335781329224
71,2019-09-12,20.963932920338728
72,2019-09-13,22.59326626841554
73,2019-09-16,24.22498622580012
74,2019-09-17,24.960314515719215
75,2019-09-18,25.968230008949917
76,2019-09-19,25.68052043676723
77,2019-09-20,26.118430304755716
78,2019-09-23,28.08752693766503
79,2019-09-24,30.144745420982872
80,2019-09-25,31.770516487079014
81,2019-09-26,33.280161048454
82,2019-09-27,34.89488346786681
83,2019-09-30,35.60994423299466
84,2019-10-01,34.96433140192621
85,2019-10-03,34.56037730912862
86,2019-10-04,34.18527708010228
87,2019-10-07,33.75632889770339
88,2019-10-09,33.35801987119014
89,2019-10-10,32.24831378575182
90,2019-10-11,31.23387451372164
91,2019-10-14,30.39875885636854
92,2019-10-15,31.064534199213576
93,2019-10-16,32.538243640064415
94,2019-10-17,33.90668812085448
95,2019-10-18,35.177386567302406
96,2019-10-22,37.2432699114766
97,2019-10-23,39.47274571697388
98,2019-10-24,42.04237628287061
99,2019-10-25,44.42846180834614
100,2019-10-27,46.663922501004876
101,2019-10-29,48.020040214742
102,2019-10-30,49.950598679749035
103,2019-10-31,51.74326011154129
104,2019-11-01,53.40787429820552
105,2019-11-04,54.20611427778351
106,2019-11-05,55.09017584126978
107,2019-11-06,55.97273953885498
108,2019-11-07,56.79226297232696
109,2019-11-08,58.151114149577396
110,2019-11-11,59.412904528452806
111,2019-11-13,60.667597911166816
112,2019-11-14,61.541439948081496
113,2019-11-15,62.70578841092514
114,2019-11-18,63.827642029948564
115,2019-11-19,64.91129788500744
116,2019-11-20,65.80619408425827
117,2019-11-21,66.69731024921764
118,2019-11-22,67.04800629861515
119,2019-11-25,67.37365263019856
120,2019-11-26,66.46492109193711
121,2019-11-27,65.62109894926577
122,2019-11-28,64.50921969947923
123,2019-11-29,63.32230618718874
124,2019-12-02,62.57341431086094
125,2019-12-03,62.59298897117337
126,2019-12-04,62.91947570435843
127,2019-12-05,64.1196598703092
128,2019-12-06,65.23411659583492
129,2019-12-09,65.25170615424904
130,2019-12-10,64.16274724473831
131,2019-12-11,63.32275622865489
132,2019-12-12,62.54276457086314
133,2019-12-13,61.454212775418
134,2019-12-16,59.3453029767555
135,2019-12-17,57.38702959228318
136,2019-12-18,54.921201887171726
137,2019-12-19,52.48954309268846
138,2019-12-20,50.88592108775092
139,2019-12-23,49.01516227466541
140,2019-12-24,46.884289974249576
141,2019-12-26,45.141550032377495
142,2019-12-27,43.744344532598525
143,2019-12-30,43.38071245945503
144,2019-12-31,43.043054105821795
145,2020-01-01,42.90978986727753
146,2020-01-02,42.02625125303299
147,2020-01-03,40.98122555156295
148,2020-01-06,39.15541405307084
149,2020-01-07,37.488551984277485
150,2020-01-08,35.669425612522545
151,2020-01-09,34.32233743382041
152,2020-01-10,34.80044975830307
153,2020-01-13,36.12705336723627
154,2020-01-14,37.46226429755912
155,2020-01-15,38.93036847677399
156,2020-01-16,40.43721308211175
157,2020-01-17,41.89865442285416
158,2020-01-20,43.46741968116677
159,2020-01-21,42.691574679985834
160,2020-01-22,39.87649997026297
161,2020-01-23,37.262502025520305
162,2020-01-24,34.731074698380006
163,2020-01-27,32.704748463293114
