,Date,ADX
0,2019-02-21,2.637326469908776
1,2019-02-22,2.7177712450316664
2,2019-02-25,2.7520489503615186
3,2019-02-26,2.985486868735966
4,2019-02-27,2.9336475359185976
5,2019-02-28,2.8915777576661554
6,2019-03-01,2.931685806105571
7,2019-03-05,3.1997090066572373
8,2019-03-06,3.7926573074769356
9,2019-03-07,4.2952438133381765
10,2019-03-08,4.700319198281376
11,2019-03-11,5.7143760846394605
12,2019-03-12,6.8908019874543545
13,2019-03-13,7.932919905367262
14,2019-03-14,9.112637185013387
15,2019-03-15,10.310196145091842
16,2019-03-18,11.499580365991113
17,2019-03-19,12.345763989128512
18,2019-03-20,12.882928816263911
19,2019-03-22,13.024513961180139
20,2019-03-25,12.586960116256495
21,2019-03-26,12.987524949812748
22,2019-03-27,14.216418508594472
23,2019-03-28,15.357533956034647
24,2019-04-01,17.204140870458975
25,2019-04-02,18.91884729099585
26,2019-04-03,19.93251631205189
27,2019-04-04,20.531079502964335
28,2019-04-05,21.19662336047767
29,2019-04-08,21.8633164768953
30,2019-04-09,22.24143775296384
31,2019-04-10,22.837850791470338
32,2019-04-11,23.261780518526177
33,2019-04-12,23.655429550792313
34,2019-04-15,24.024651475308985
35,2019-04-16,24.367500405217324
36,2019-04-18,24.167295837776262
37,2019-04-22,22.55993171621809
38,2019-04-23,21.12976017320541
39,2019-04-24,20.54329910288912
40,2019-04-25,19.75351307924692
41,2019-04-26,19.60479150536883
42,2019-04-30,19.7843446671338
43,2019-05-02,20.772826652631995
44,2019-05-03,22.051166062158114
45,2019-05-06,23.75431201949376
46,2019-05-07,24.725303094143786
47,2019-05-08,25.908418000818465
48,2019-05-09,26.34491961907617
49,2019-05-10,26.624397779437736
50,2019-05-13,27.63780217191133
51,2019-05-14,28.578820536351095
52,2019-05-15,29.40418925846026
53,2019-05-16,29.90622862949715
54,2019-05-17,28.779867408401568
55,2019-05-20,28.270518437505036
56,2019-05-21,27.797551535958256
57,2019-05-22,26.68054981548367
58,2019-05-23,26.42612004248712
59,2019-05-24,26.865927428036883
60,2019-05-27,27.274320000333095
61,2019-05-28,27.974408371659866
62,2019-05-29,28.050399644110133
63,2019-05-30,28.517914630731344
64,2019-05-31,29.316543190394096
65,2019-06-03,30.058126852938077
66,2019-06-04,30.801245618046075
67,2019-06-06,29.84445665604401
68,2019-06-07,28.83988937638374
69,2019-06-10,27.84395669523645
70,2019-06-11,27.508503680501757
71,2019-06-12,27.19701159539097
72,2019-06-13,26.026189375792505
73,2019-06-14,25.375446954019004
74,2019-06-17,24.09608688724756
75,2019-06-18,23.00716167979672
76,2019-06-19,21.806831079428118
77,2019-06-20,21.272673762327322
78,2019-06-21,20.776670539305155
79,2019-06-24,20.647671215571194
80,2019-06-25,20.355973754339946
81,2019-06-26,19.498625778369455
82,2019-06-27,18.6748901634119
83,2019-06-28,17.909992806665592
84,2019-07-01,17.199730975401167
85,2019-07-02,16.5402021320842
86,2019-07-03,16.706283596939745
87,2019-07-04,16.860502100019893
88,2019-07-05,16.29677529999529
89,2019-07-08,15.83689762727377
90,2019-07-09,15.674506861626893
91,2019-07-10,15.164953648372789
92,2019-07-11,14.73213489719177
93,2019-07-12,14.33023177109511
94,2019-07-15,14.60564934687339
95,2019-07-16,14.921613240530903
96,2019-07-17,13.902941562181203
97,2019-07-18,14.12797689170181
98,2019-07-19,14.943729724833062
99,2019-07-22,16.24208600155629
100,2019-07-23,18.158083610653012
101,2019-07-24,20.893175122872503
102,2019-07-25,23.04817887272973
103,2019-07-26,25.049253783311446
104,2019-07-29,26.56531537552482
105,2019-07-30,28.278940997853983
106,2019-07-31,28.359690735498365
107,2019-08-01,27.694145534425868
108,2019-08-02,26.648346091257526
109,2019-08-05,25.677246608315492
110,2019-08-06,23.851563913175113
111,2019-08-07,22.256900778244862
112,2019-08-08,20.70359668629609
113,2019-08-09,19.703939822271927
114,2019-08-13,18.982272549281245
115,2019-08-14,18.322817358866754
116,2019-08-16,17.71046611062473
117,2019-08-19,16.930021357594427
118,2019-08-20,17.076404671925964
119,2019-08-21,17.255492974798237
120,2019-08-22,18.177953638125693
121,2019-08-23,17.9817390611151
122,2019-08-26,17.148968142376425
123,2019-08-27,16.37568086069051
124,2019-08-28,15.240258623329765
125,2019-08-29,14.4703802482574
126,2019-08-30,13.755493185690204
127,2019-09-03,13.09166948473495
128,2019-09-04,12.61168250659028
129,2019-09-05,11.974632369285429
130,2019-09-06,11.358062242451274
131,2019-09-09,12.426173191545981
132,2019-09-11,13.089043940929667
133,2019-09-12,13.094835501319395
134,2019-09-13,13.376146993028879
135,2019-09-16,13.86197765075171
136,2019-09-17,15.066414311027886
137,2019-09-18,16.184819781284336
138,2019-09-19,17.677445490851078
139,2019-09-20,18.092765868079734
140,2019-09-23,18.694282859288396
141,2019-09-24,19.51545099338592
142,2019-09-25,20.08300086860811
143,2019-09-26,21.058155529205475
144,2019-09-27,22.58013101237794
145,2019-09-30,23.714618711234966
146,2019-10-01,22.691844455726603
147,2019-10-03,21.550651044356254
148,2019-10-04,20.490971448083787
149,2019-10-07,19.317396771938746
150,2019-10-09,18.070032402475178
151,2019-10-10,16.87203951421035
152,2019-10-11,15.977844191715183
153,2019-10-14,15.030550203006404
154,2019-10-15,14.821307316300093
155,2019-10-16,15.206344193265474
156,2019-10-17,14.767040122998534
157,2019-10-18,14.389941748720977
158,2019-10-22,14.474562569118493
159,2019-10-23,13.927243218205794
160,2019-10-24,13.419018106644003
161,2019-10-25,12.635422456523473
162,2019-10-27,11.907797924268696
