,ADX
2024-01-16,39.3917
2024-01-15,38.2764
2024-01-12,39.2393
2024-01-11,41.8708
2024-01-10,41.5672
2024-01-09,41.6147
2024-01-08,41.6673
2024-01-05,40.8701
2024-01-04,41.5594
2024-01-03,42.5436
2024-01-02,44.2582
2024-01-01,46.2533
2023-12-29,46.8824
2023-12-28,47.5814
2023-12-27,47.1334
2023-12-26,47.5446
2023-12-22,48.7562
2023-12-21,50.9082
2023-12-20,54.6973
2023-12-19,57.7760
2023-12-18,57.0013
2023-12-15,56.1404
2023-12-14,56.1695
2023-12-13,56.2019
2023-12-12,57.1815
2023-12-11,57.7047
2023-12-08,55.2968
2023-12-07,52.6213
2023-12-06,50.2319
2023-12-05,47.9030
2023-12-04,45.6615
2023-12-01,43.1764
2023-11-30,41.1238
2023-11-29,39.0012
2023-11-28,37.2404
2023-11-24,35.8425
2023-11-23,34.9788
2023-11-22,33.0898
2023-11-21,31.1598
2023-11-20,29.8006
2023-11-17,29.4114
2023-11-16,28.0557
2023-11-15,26.7571
2023-11-13,27.0090
2023-11-10,28.1415
2023-11-09,29.6277
2023-11-08,28.7285
2023-11-07,27.7293
2023-11-06,27.2518
2023-11-03,26.7213
2023-11-02,27.5883
2023-11-01,30.5469
2023-10-31,33.1578
2023-10-30,35.6400
2023-10-27,33.6507
2023-10-26,31.7002
2023-10-25,29.6983
2023-10-23,29.9985
2023-10-20,31.7770
2023-10-19,34.8442
2023-10-18,38.2523
2023-10-17,39.3089
2023-10-16,38.1194
2023-10-13,36.7977
2023-10-12,36.0915
2023-10-11,35.6852
2023-10-10,35.1656
2023-10-09,34.5883
2023-10-06,33.9469
2023-10-05,33.2341
2023-10-04,35.3296
2023-10-03,38.7267
2023-09-29,42.5012
2023-09-28,45.9494
2023-09-27,49.7806
2023-09-26,54.5620
2023-09-25,55.2479
2023-09-22,55.4794
2023-09-21,56.0732
2023-09-20,54.7069
2023-09-18,52.0211
2023-09-15,49.0367
2023-09-14,46.9320
2023-09-13,44.4475
2023-09-12,42.2840
2023-09-11,41.2262
2023-09-08,38.8053
2023-09-07,36.5398
2023-09-06,34.8209
2023-09-05,32.9110
2023-09-04,31.6414
2023-09-01,31.6603
2023-08-31,30.2597
2023-08-30,28.9892
2023-08-29,27.8906
2023-08-28,27.5972
2023-08-25,27.9545
2023-08-24,28.4466
2023-08-23,27.5576
2023-08-22,27.1742
2023-08-21,26.7482
2023-08-18,25.6192
2023-08-17,24.4315
2023-08-16,23.1174
2023-08-14,23.6768
2023-08-11,23.8351
2023-08-10,24.0110
2023-08-09,26.4475
2023-08-08,27.4119
2023-08-07,26.4710
2023-08-04,24.3746
2023-08-03,22.5212
2023-08-02,20.4619
2023-08-01,20.7649
2023-07-31,22.4470
2023-07-28,23.7332
2023-07-27,24.3837
2023-07-26,26.5115
2023-07-25,29.4458
2023-07-24,32.3759
2023-07-21,33.4787
2023-07-20,35.4520
2023-07-19,37.6446
2023-07-18,40.8231
2023-07-17,44.3548
2023-07-14,48.0243
2023-07-13,51.1037
2023-07-12,52.6284
2023-07-11,54.4251
