,ADX
2024-01-16,37.2552
2024-01-15,33.3634
2024-01-12,29.8060
2024-01-11,26.6163
2024-01-10,26.5275
2024-01-09,26.9486
2024-01-08,27.4166
2024-01-05,27.5710
2024-01-04,26.0680
2024-01-03,24.6333
2024-01-02,23.7685
2024-01-01,22.8077
2023-12-29,22.8690
2023-12-28,23.9856
2023-12-27,25.2263
2023-12-26,27.3760
2023-12-22,30.4130
2023-12-21,33.7021
2023-12-20,37.0884
2023-12-19,39.8791
2023-12-18,39.3813
2023-12-15,37.1186
2023-12-14,34.6046
2023-12-13,33.0850
2023-12-12,31.8122
2023-12-11,28.9878
2023-12-08,27.0290
2023-12-07,26.1582
2023-12-06,25.1907
2023-12-05,24.1157
2023-12-04,21.5914
2023-12-01,19.8271
2023-11-30,19.8485
2023-11-29,20.0961
2023-11-28,19.1636
2023-11-24,19.0907
2023-11-23,19.6507
2023-11-22,21.0536
2023-11-21,22.2584
2023-11-20,22.2757
2023-11-17,22.2950
2023-11-16,23.1681
2023-11-15,21.6409
2023-11-13,18.1655
2023-11-10,15.3629
2023-11-09,16.6638
2023-11-08,17.6930
2023-11-07,18.2956
2023-11-06,19.0319
2023-11-03,19.4555
2023-11-02,19.4711
2023-11-01,19.5607
2023-10-31,20.7095
2023-10-30,22.3675
2023-10-27,24.2098
2023-10-26,26.2178
2023-10-25,24.4615
2023-10-23,23.4278
2023-10-20,22.2793
2023-10-19,24.2390
2023-10-18,26.6637
2023-10-17,29.4658
2023-10-16,30.0369
2023-10-13,30.9561
2023-10-12,33.1838
2023-10-11,35.1376
2023-10-10,37.1176
2023-10-09,40.0043
2023-10-06,43.6661
2023-10-05,43.9548
2023-10-04,43.9989
2023-10-03,44.0480
2023-09-29,41.1812
2023-09-28,39.3149
2023-09-27,37.9180
2023-09-26,36.9880
2023-09-25,36.0996
2023-09-22,34.4822
2023-09-21,33.1441
2023-09-20,32.2310
2023-09-18,28.6726
2023-09-15,25.2872
2023-09-14,22.2645
2023-09-13,20.2356
2023-09-12,20.3283
2023-09-11,20.0267
2023-09-08,22.2156
2023-09-07,23.7500
2023-09-06,25.6309
2023-09-05,27.7208
2023-09-04,30.6661
2023-09-01,32.0540
2023-08-31,31.7085
2023-08-30,31.6995
2023-08-29,32.3099
2023-08-28,32.9882
2023-08-25,35.7818
2023-08-24,39.6510
2023-08-23,42.1101
2023-08-22,45.5318
2023-08-21,49.3338
2023-08-18,51.3354
2023-08-17,51.8009
2023-08-16,51.0695
2023-08-14,50.7189
2023-08-11,51.5229
2023-08-10,51.5391
2023-08-09,52.5305
2023-08-08,53.4352
2023-08-07,55.1809
2023-08-04,58.3544
2023-08-03,60.2749
2023-08-02,62.5229
2023-08-01,65.0207
2023-07-31,64.5772
2023-07-28,64.0844
2023-07-27,62.3091
2023-07-26,60.5485
2023-07-25,58.5923
2023-07-24,57.1425
2023-07-21,54.1769
2023-07-20,51.3169
2023-07-19,48.8555
2023-07-18,46.9566
2023-07-17,45.4298
2023-07-14,43.9878
2023-07-13,43.1128
2023-07-12,41.7744
2023-07-11,38.2219
2023-07-10,34.7337
2023-07-07,30.8580
2023-07-06,27.1652
2023-07-05,23.2991
2023-07-04,20.0284
2023-07-03,16.9886
2023-06-30,14.8833
2023-06-28,15.2988
2023-06-27,16.9038
2023-06-26,16.8773
2023-06-23,14.3875
2023-06-22,12.4750
2023-06-21,12.1318
2023-06-20,12.8157
2023-06-19,13.5757
2023-06-16,14.2300
2023-06-15,14.2905
2023-06-14,14.3578
2023-06-13,13.8550
2023-06-12,14.0037
2023-06-09,15.3208
2023-06-08,16.4851
2023-06-07,17.5180
2023-06-06,17.5505
2023-06-05,17.8204
2023-06-02,16.5918
2023-06-01,15.6893
2023-05-31,15.1382
2023-05-30,16.5784
2023-05-29,17.4114
2023-05-26,18.8628
2023-05-25,19.8304
2023-05-24,19.1320
2023-05-23,18.7636
2023-05-22,19.2420
2023-05-19,19.2207
2023-05-18,19.1972
2023-05-17,20.6385
2023-05-16,22.7881
2023-05-15,25.1765
2023-05-12,26.7681
2023-05-11,28.5366
2023-05-10,30.0777
2023-05-09,31.7899
2023-05-08,35.2396
2023-05-05,37.6140
2023-05-04,36.4798
2023-05-03,35.8293
2023-05-02,36.0055
2023-04-28,33.8342
2023-04-27,32.1247
2023-04-26,31.0081
2023-04-25,29.7881
2023-04-24,28.4325
2023-04-21,27.8026
2023-04-20,28.0734
2023-04-19,26.9444
2023-04-18,25.6069
2023-04-17,22.7568
2023-04-13,20.0074
2023-04-12,18.7446
2023-04-11,18.6447
2023-04-10,18.5337
2023-04-06,19.6922
2023-04-05,20.6293
