,ADX
2024-01-16,31.9675
2024-01-15,34.2096
2024-01-12,36.2457
2024-01-11,38.5080
2024-01-10,42.5392
2024-01-09,46.4186
2024-01-08,51.2725
2024-01-05,54.3063
2024-01-04,54.0958
2024-01-03,53.9284
2024-01-02,54.3409
2024-01-01,54.8240
2023-12-29,52.4136
2023-12-28,49.7354
2023-12-27,47.0644
2023-12-26,44.8366
2023-12-22,42.4044
2023-12-21,40.2525
2023-12-20,38.7833
2023-12-19,38.1024
2023-12-18,40.5359
2023-12-15,43.2398
2023-12-14,44.0892
2023-12-13,44.1363
2023-12-12,45.0287
2023-12-11,45.0690
2023-12-08,43.7012
2023-12-07,40.4533
2023-12-06,37.2003
2023-12-05,33.6186
2023-12-04,30.1946
2023-12-01,26.3901
2023-11-30,22.3570
2023-11-29,19.4403
2023-11-28,17.2489
2023-11-24,18.8208
2023-11-23,20.6439
2023-11-22,20.7959
2023-11-21,20.9647
2023-11-20,21.6337
2023-11-17,22.3771
2023-11-16,21.2438
2023-11-15,20.5885
2023-11-13,20.0378
2023-11-10,20.1399
2023-11-09,20.6594
2023-11-08,20.8330
2023-11-07,20.3218
2023-11-06,20.2157
2023-11-03,21.2624
2023-11-02,23.3309
2023-11-01,25.2061
2023-10-31,21.7069
2023-10-30,19.0503
2023-10-27,17.2160
2023-10-26,17.1556
2023-10-25,15.6480
2023-10-23,14.1420
2023-10-20,14.0454
2023-10-19,14.6954
2023-10-18,15.1671
2023-10-17,13.9498
2023-10-16,13.1443
2023-10-13,13.3219
2023-10-12,13.7556
2023-10-11,13.2336
2023-10-10,14.3261
2023-10-09,14.5516
2023-10-06,14.4593
2023-10-05,14.9316
2023-10-04,15.4563
2023-10-03,14.2940
2023-09-29,13.7673
2023-09-28,14.1029
2023-09-27,14.4759
2023-09-26,14.0685
2023-09-25,14.6850
2023-09-22,16.0492
2023-09-21,16.7149
2023-09-20,16.8928
2023-09-18,18.3540
2023-09-15,20.1047
2023-09-14,22.0499
2023-09-13,22.6034
2023-09-12,23.2184
2023-09-11,25.3716
2023-09-08,27.0220
2023-09-07,30.0100
2023-09-06,33.0837
2023-09-05,36.5150
2023-09-04,38.6122
2023-09-01,39.5512
2023-08-31,39.7214
2023-08-30,40.3088
2023-08-29,43.2056
2023-08-28,45.3891
2023-08-25,47.8153
2023-08-24,51.1699
2023-08-23,55.1904
2023-08-22,59.6576
2023-08-21,59.8377
2023-08-18,60.0883
2023-08-17,60.0752
2023-08-16,58.5421
2023-08-14,56.1736
2023-08-11,53.7422
2023-08-10,51.2770
2023-08-09,48.8538
2023-08-08,46.5276
2023-08-07,44.1388
2023-08-04,41.6951
2023-08-03,40.9438
2023-08-02,39.4279
2023-08-01,37.7436
2023-07-31,35.8721
2023-07-28,33.9796
2023-07-27,33.0996
2023-07-26,32.1218
2023-07-25,32.4754
2023-07-24,33.5168
2023-07-21,36.3602
2023-07-20,39.5488
2023-07-19,42.5250
2023-07-18,45.3638
2023-07-17,47.8210
2023-07-14,48.1240
2023-07-13,49.1976
2023-07-12,50.4437
2023-07-11,52.3990
2023-07-10,54.1183
2023-07-07,56.9217
2023-07-06,58.3630
2023-07-05,56.7600
2023-07-04,56.5257
2023-07-03,57.6560
2023-06-30,57.8295
2023-06-29,58.2193
2023-06-28,60.2540
2023-06-27,62.2090
2023-06-26,64.3812
2023-06-23,67.1104
2023-06-22,70.9169
2023-06-21,73.6352
2023-06-20,71.8276
2023-06-19,69.9218
2023-06-16,67.8044
2023-06-15,65.4715
2023-06-14,63.0322
2023-06-13,60.4995
2023-06-12,57.8067
2023-06-09,55.0400
2023-06-08,51.9658
2023-06-07,48.9102
2023-06-06,45.5733
2023-06-05,43.8997
2023-06-02,42.1509
2023-06-01,40.2078
2023-05-31,38.6964
2023-05-30,37.0334
2023-05-29,36.3414
2023-05-26,35.4574
2023-05-25,34.4948
2023-05-24,33.4253
2023-05-23,35.6480
2023-05-22,38.1177
2023-05-19,42.3229
2023-05-18,46.9842
2023-05-17,49.1008
2023-05-16,49.8767
2023-05-15,50.7387
2023-05-12,48.9048
2023-05-11,46.9153
2023-05-10,44.9803
2023-05-09,42.8302
2023-05-08,40.8425
2023-05-05,38.6339
2023-05-04,36.9688
2023-05-03,35.6885
2023-05-02,35.0348
2023-04-28,31.6126
2023-04-27,28.2796
2023-04-26,27.0606
2023-04-25,25.8933
2023-04-24,24.8838
2023-04-21,26.1609
2023-04-20,27.6363
2023-04-19,28.4638
2023-04-18,28.1452
2023-04-17,26.7942
2023-04-13,25.2931
2023-04-12,24.8356
2023-04-11,25.9482
2023-04-10,27.3082
2023-04-06,28.7800
2023-04-05,31.6442
