,ADX
2024-01-16,62.2074
2024-01-15,62.3141
2024-01-12,61.1457
2024-01-11,59.9923
2024-01-10,58.8880
2024-01-09,58.3279
2024-01-08,56.5545
2024-01-05,56.1283
2024-01-04,55.6548
2024-01-03,55.5437
2024-01-02,55.4203
2024-01-01,57.5127
2023-12-29,56.6434
2023-12-28,55.6774
2023-12-27,55.1728
2023-12-26,54.6121
2023-12-22,56.1249
2023-12-21,59.0318
2023-12-20,62.8642
2023-12-19,63.5224
2023-12-18,62.5522
2023-12-15,61.4743
2023-12-14,60.8176
2023-12-13,60.3786
2023-12-12,60.1295
2023-12-11,60.0692
2023-12-08,61.4169
2023-12-07,63.2681
2023-12-06,64.9273
2023-12-05,67.3212
2023-12-04,65.8368
2023-12-01,64.1874
2023-11-30,62.9673
2023-11-29,60.3733
2023-11-28,57.5965
2023-11-24,54.7280
2023-11-23,51.8282
2023-11-22,48.6619
2023-11-21,46.1815
2023-11-20,43.9877
2023-11-17,41.8898
2023-11-16,39.5587
2023-11-15,38.0613
2023-11-13,36.8470
2023-11-10,37.8135
2023-11-09,38.8874
2023-11-08,38.5053
2023-11-07,38.3618
2023-11-06,37.4220
2023-11-03,36.6381
2023-11-02,36.6029
2023-11-01,36.5637
2023-10-31,36.5202
2023-10-30,37.2269
2023-10-27,38.0257
2023-10-26,38.9132
2023-10-25,41.0124
2023-10-23,40.8491
2023-10-20,38.8029
2023-10-19,35.2224
2023-10-18,31.3439
2023-10-17,29.9444
2023-10-16,29.3147
2023-10-13,29.7742
2023-10-12,29.9859
2023-10-11,29.8549
2023-10-10,30.9636
2023-10-09,32.9221
2023-10-06,34.4349
2023-10-05,35.1350
2023-10-04,37.6471
2023-10-03,40.4383
2023-09-29,40.1821
2023-09-28,39.8973
2023-09-27,39.5810
2023-09-26,40.0696
2023-09-25,40.6125
2023-09-22,41.8254
2023-09-21,43.1730
2023-09-20,42.5934
2023-09-18,38.8410
2023-09-15,34.6717
2023-09-14,30.7145
2023-09-13,30.1678
2023-09-12,27.3611
2023-09-11,24.2425
2023-09-08,21.7854
2023-09-07,19.7365
2023-09-06,19.2191
