,ADX
2024-01-16,21.3242
2024-01-15,20.0409
2024-01-12,19.9570
2024-01-11,20.7752
2024-01-10,21.7544
2024-01-09,21.2511
2024-01-08,21.9094
2024-01-05,23.2200
2024-01-04,23.4848
2024-01-03,23.0118
2024-01-02,22.9913
2024-01-01,23.0171
2023-12-29,25.0787
2023-12-28,25.4403
2023-12-27,26.8415
2023-12-26,28.3984
2023-12-22,31.5019
2023-12-21,33.5109
2023-12-20,35.3938
2023-12-19,38.3358
2023-12-18,40.1507
2023-12-15,40.5409
2023-12-14,41.4976
2023-12-13,43.2201
2023-12-12,46.2900
2023-12-11,49.7011
2023-12-08,51.5303
2023-12-07,52.6155
2023-12-06,53.2179
2023-12-05,53.9849
2023-12-04,51.7976
2023-12-01,49.3673
2023-11-30,48.8415
2023-11-29,48.6991
2023-11-28,49.8049
2023-11-24,51.0335
2023-11-23,49.3130
2023-11-22,47.4014
2023-11-21,45.9479
2023-11-20,43.3641
2023-11-17,40.4431
2023-11-16,37.1976
2023-11-15,33.7627
2023-11-13,30.0491
2023-11-10,27.7279
2023-11-09,27.1860
2023-11-08,25.4673
2023-11-07,24.1026
2023-11-06,23.1530
2023-11-03,22.0978
2023-11-02,22.9912
2023-11-01,22.6297
2023-10-31,21.0893
2023-10-30,19.8080
2023-10-27,19.6769
2023-10-26,18.8685
2023-10-25,16.3581
2023-10-23,15.2588
2023-10-20,16.2889
2023-10-19,16.0758
2023-10-18,15.8391
2023-10-17,14.3090
2023-10-16,13.6206
2023-10-13,13.6419
2023-10-12,13.8581
2023-10-11,14.0983
2023-10-10,15.6121
2023-10-09,16.2328
2023-10-06,16.9224
2023-10-05,18.3364
2023-10-04,20.3116
2023-10-03,20.5955
2023-09-29,20.9110
2023-09-28,19.3111
2023-09-27,17.5335
2023-09-26,15.3174
2023-09-25,12.8551
2023-09-22,13.4689
2023-09-21,14.9377
2023-09-20,15.9459
2023-09-18,17.0660
2023-09-15,16.4255
2023-09-14,15.8722
2023-09-13,17.0532
2023-09-12,16.9220
2023-09-11,17.3456
2023-09-08,17.9212
2023-09-07,18.9219
2023-09-06,19.4739
2023-09-05,20.0871
2023-09-04,19.3806
2023-09-01,17.5266
2023-08-31,17.8679
2023-08-30,18.2472
2023-08-29,15.9690
2023-08-28,15.3977
2023-08-25,15.0402
2023-08-24,14.7789
2023-08-23,14.4886
2023-08-22,13.4915
2023-08-21,12.3836
2023-08-18,12.1707
2023-08-17,11.9783
2023-08-16,12.7987
2023-08-14,13.7102
2023-08-11,14.7230
2023-08-10,14.7006
2023-08-09,14.5489
2023-08-08,14.9682
2023-08-07,16.4243
2023-08-04,16.5693
2023-08-03,15.9534
2023-08-02,17.0020
2023-08-01,18.1671
2023-07-31,16.9278
2023-07-28,18.0058
2023-07-27,19.9053
2023-07-26,22.0158
2023-07-25,23.9592
2023-07-24,26.1184
2023-07-21,26.2793
2023-07-20,26.7991
2023-07-19,27.4893
2023-07-18,28.9341
2023-07-17,30.5395
2023-07-14,32.5544
2023-07-13,34.5135
2023-07-12,35.1980
2023-07-11,35.5125
2023-07-10,34.2149
2023-07-07,31.6481
2023-07-06,28.9703
2023-07-05,26.3224
2023-07-04,24.2320
2023-07-03,23.5314
2023-06-30,23.3388
2023-06-28,25.7722
2023-06-27,26.9970
2023-06-26,28.3579
2023-06-23,29.3156
2023-06-22,30.3075
2023-06-21,32.9263
2023-06-20,33.4582
2023-06-19,33.1625
2023-06-16,33.4944
2023-06-15,33.3334
2023-06-14,34.2040
2023-06-13,36.3841
2023-06-12,39.5669
2023-06-09,41.9900
2023-06-08,45.3613
2023-06-07,48.7302
2023-06-06,49.0841
2023-06-05,50.0205
2023-06-02,51.4695
2023-06-01,53.0795
2023-05-31,53.1447
2023-05-30,53.3384
2023-05-29,52.6109
2023-05-26,51.8848
2023-05-25,51.3832
2023-05-24,51.0413
2023-05-23,51.6756
2023-05-22,52.7067
2023-05-19,54.1403
2023-05-18,55.9735
2023-05-17,55.3914
2023-05-16,54.9066
2023-05-15,53.1886
2023-05-12,50.2324
2023-05-11,47.2844
2023-05-10,46.9511
2023-05-09,46.5808
2023-05-08,44.9384
2023-05-05,43.1568
2023-05-04,41.4037
2023-05-03,39.6490
2023-05-02,38.0202
2023-04-28,36.2105
2023-04-27,35.5198
2023-04-26,35.5483
2023-04-25,35.5799
2023-04-24,36.3962
2023-04-21,38.1532
2023-04-20,38.5444
2023-04-19,37.8449
2023-04-18,35.9523
2023-04-17,34.1576
2023-04-13,32.5158
2023-04-12,31.0274
2023-04-11,30.8303
2023-04-10,32.7577
2023-04-06,35.3364
2023-04-05,37.4434
2023-04-03,39.7845
2023-03-31,43.9997
2023-03-29,45.5945
2023-03-28,46.5388
2023-03-27,44.0225
2023-03-24,41.8375
2023-03-23,39.6357
2023-03-22,37.7252
2023-03-21,36.0429
2023-03-20,34.1736
2023-03-17,32.0967
2023-03-16,30.4484
2023-03-15,29.8307
2023-03-14,28.3476
2023-03-13,25.7779
2023-03-10,23.7472
2023-03-09,23.3519
2023-03-08,24.7644
2023-03-06,26.7104
2023-03-03,26.4982
2023-03-02,24.8777
2023-03-01,23.0770
2023-02-28,19.8978
2023-02-27,16.5745
2023-02-24,13.0511
2023-02-23,10.5699
2023-02-22,9.7224
2023-02-21,8.7725
2023-02-20,9.6657
2023-02-17,10.3469
2023-02-16,10.4550
2023-02-15,11.3559
2023-02-14,12.4892
2023-02-13,12.0686
2023-02-10,12.4764
2023-02-09,13.0159
2023-02-08,13.6154
2023-02-07,14.6300
2023-02-06,14.9453
2023-02-03,15.2956
2023-02-02,15.6848
2023-02-01,16.1391
2023-01-31,15.1584
2023-01-30,16.6763
2023-01-27,15.4724
2023-01-25,15.2380
2023-01-24,15.8703
2023-01-23,16.8978
2023-01-20,18.6158
2023-01-19,19.1311
2023-01-18,18.8062
2023-01-17,19.1461
2023-01-16,19.5238
2023-01-13,19.2842
2023-01-12,19.0180
2023-01-11,16.7711
2023-01-10,14.3022
2023-01-09,12.7410
2023-01-06,13.9886
2023-01-05,15.0178
2023-01-04,16.6154
2023-01-03,17.5794
2023-01-02,19.3659
2022-12-30,21.3508
2022-12-29,23.3608
2022-12-28,25.5941
2022-12-27,25.7241
2022-12-26,25.0581
2022-12-23,24.3182
2022-12-22,22.0179
2022-12-21,21.4813
2022-12-20,23.0276
2022-12-19,25.2577
2022-12-16,27.7357
2022-12-15,28.3033
2022-12-14,29.4464
2022-12-13,31.0852
2022-12-12,30.6716
2022-12-09,30.2119
2022-12-08,30.7744
2022-12-07,29.7190
2022-12-06,27.9007
2022-12-05,26.3706
2022-12-02,25.7566
2022-12-01,25.0745
2022-11-30,27.5680
2022-11-29,30.3385
2022-11-28,31.7947
2022-11-25,32.6430
2022-11-24,32.2126
2022-11-23,30.7527
2022-11-22,29.6995
2022-11-21,27.9187
2022-11-18,26.1087
2022-11-17,24.2974
2022-11-16,23.0464
2022-11-15,22.4146
2022-11-14,22.5824
2022-11-11,22.7688
2022-11-10,23.0623
2022-11-09,24.6549
2022-11-07,24.3162
2022-11-04,24.5384
2022-11-03,25.6825
2022-11-02,26.8381
2022-11-01,26.5427
2022-10-31,24.1151
2022-10-28,21.7186
2022-10-27,20.6193
2022-10-25,20.1731
2022-10-21,19.9067
2022-10-20,20.5580
2022-10-19,21.7911
2022-10-18,22.1290
2022-10-17,23.9131
2022-10-14,24.4343
2022-10-13,25.0135
2022-10-12,25.5780
2022-10-11,23.4231
2022-10-10,21.2522
2022-10-07,19.6770
2022-10-06,18.2691
2022-10-04,17.6201
2022-10-03,16.3485
2022-09-30,14.9356
2022-09-29,15.8089
2022-09-28,17.3624
2022-09-27,18.8424
2022-09-26,19.3133
2022-09-23,19.8364
2022-09-22,20.0054
2022-09-21,20.4121
2022-09-20,18.7183
2022-09-19,17.5662
2022-09-16,18.2089
2022-09-15,17.8353
2022-09-14,17.1328
2022-09-13,18.5442
2022-09-12,17.8648
2022-09-09,17.7211
2022-09-08,19.2144
2022-09-07,21.3219
2022-09-06,22.3877
2022-09-05,24.4987
2022-09-02,26.8442
2022-09-01,29.3612
2022-08-30,32.3926
2022-08-29,35.0575
2022-08-26,38.6010
2022-08-25,39.7222
2022-08-24,38.4780
2022-08-23,37.6772
2022-08-22,36.7875
2022-08-19,36.7887
2022-08-18,34.2255
2022-08-17,31.6214
2022-08-16,28.7538
2022-08-12,26.6251
2022-08-11,26.3267
2022-08-10,25.9951
2022-08-08,27.8374
2022-08-05,30.7038
2022-08-04,33.8888
2022-08-03,36.3400
2022-08-02,39.8487
2022-08-01,44.2718
2022-07-29,43.0946
2022-07-28,42.3069
2022-07-27,42.7725
2022-07-26,43.7445
2022-07-25,44.8245
2022-07-22,43.0289
2022-07-21,40.5202
2022-07-20,39.0573
2022-07-19,37.4319
2022-07-18,36.0339
2022-07-15,34.6665
2022-07-14,33.8076
2022-07-13,33.6607
2022-07-12,31.3420
2022-07-11,28.7658
2022-07-08,25.9033
2022-07-07,23.7762
2022-07-06,21.8192
2022-07-05,20.3475
2022-07-04,20.5675
2022-07-01,21.8902
2022-06-30,23.1202
2022-06-29,23.3384
2022-06-28,21.6217
2022-06-27,20.5234
2022-06-24,18.5213
2022-06-23,16.3333
2022-06-22,15.6204
2022-06-21,16.3297
2022-06-20,16.9095
