,ADX
2024-01-17,27.5984
2024-01-16,29.9199
2024-01-15,32.1894
2024-01-12,34.7111
2024-01-11,38.2040
2024-01-10,41.1571
2024-01-09,43.4338
2024-01-08,45.1669
2024-01-05,45.6839
2024-01-04,44.5394
2024-01-03,44.0994
2024-01-02,43.6105
2024-01-01,40.3132
2023-12-29,36.9311
2023-12-28,34.2774
2023-12-27,31.8788
2023-12-26,30.7391
2023-12-22,30.0551
2023-12-21,29.9283
2023-12-20,30.4258
2023-12-19,28.6784
2023-12-18,26.9269
2023-12-15,29.2055
2023-12-14,31.7373
2023-12-13,30.5786
2023-12-12,29.7598
2023-12-11,28.8501
2023-12-08,28.6257
2023-12-07,27.1552
2023-12-06,24.6277
2023-12-05,22.0785
2023-12-04,21.6809
2023-12-01,22.5221
2023-11-30,24.9630
2023-11-29,27.4861
2023-11-28,30.2785
2023-11-24,32.8656
2023-11-23,35.0666
2023-11-22,33.5636
2023-11-21,32.5054
2023-11-20,31.9979
2023-11-17,31.5065
2023-11-16,30.9605
2023-11-15,31.9543
2023-11-13,33.3561
2023-11-10,34.4266
2023-11-09,36.1263
2023-11-08,36.7538
2023-11-07,37.2616
2023-11-06,37.8257
2023-11-03,38.8775
2023-11-02,40.9453
2023-11-01,43.7341
2023-10-31,46.7521
2023-10-30,48.3555
2023-10-27,50.9556
2023-10-26,53.8446
2023-10-25,57.0145
2023-10-23,54.0443
2023-10-20,50.7440
2023-10-19,47.0770
2023-10-18,43.5515
2023-10-17,41.3415
2023-10-16,39.2575
2023-10-13,36.9420
2023-10-12,34.3692
2023-10-11,32.7142
2023-10-10,30.9908
2023-10-09,30.3123
2023-10-06,29.6709
2023-10-05,28.7459
2023-10-04,27.7182
2023-10-03,26.5762
2023-09-29,29.3278
2023-09-28,31.1783
2023-09-27,33.0154
2023-09-26,31.4857
2023-09-25,29.7859
2023-09-22,30.0049
2023-09-21,30.7846
2023-09-20,31.9547
2023-09-18,30.2976
2023-09-15,28.4564
2023-09-14,27.1571
2023-09-13,27.0236
2023-09-12,26.8753
2023-09-11,28.0657
2023-09-08,30.9945
2023-09-07,30.8965
2023-09-06,31.0577
2023-09-05,31.2368
2023-09-04,29.8810
2023-09-01,28.1738
2023-08-31,27.4944
2023-08-30,26.7396
2023-08-29,28.2327
2023-08-28,28.4484
2023-08-25,29.1798
2023-08-24,31.0644
2023-08-23,33.4322
2023-08-22,35.6555
2023-08-21,36.3491
2023-08-18,37.1197
2023-08-17,34.4269
2023-08-16,32.1062
2023-08-14,30.4266
2023-08-11,28.5603
2023-08-10,25.8515
2023-08-09,23.5399
2023-08-08,22.5615
2023-08-07,21.4745
2023-08-04,20.5390
2023-08-03,21.4168
2023-08-02,22.3922
2023-08-01,24.3745
2023-07-31,24.0677
2023-07-28,23.2087
2023-07-27,21.9418
2023-07-26,20.5342
2023-07-25,22.0789
2023-07-24,23.7952
2023-07-21,26.2861
2023-07-20,26.7734
2023-07-19,28.3880
2023-07-18,30.7734
2023-07-17,33.1096
2023-07-14,34.3529
2023-07-13,37.1809
2023-07-12,38.3766
2023-07-11,39.2760
2023-07-10,41.1400
2023-07-07,43.2111
2023-07-06,42.0684
2023-07-05,40.4272
2023-07-04,40.8039
2023-07-03,42.0634
2023-06-30,42.8826
2023-06-28,42.8271
2023-06-27,43.5734
2023-06-26,44.4027
2023-06-23,45.9510
2023-06-22,48.2463
2023-06-21,50.6269
2023-06-20,50.0281
2023-06-19,49.5795
2023-06-16,48.7203
2023-06-15,46.0875
2023-06-14,43.6560
2023-06-13,41.6142
2023-06-12,39.5739
2023-06-09,38.4854
2023-06-08,37.6033
2023-06-07,35.7777
2023-06-06,34.2259
2023-06-05,35.2860
2023-06-02,34.1397
2023-06-01,33.0749
2023-05-31,32.9759
2023-05-30,33.2987
2023-05-29,34.7970
2023-05-26,36.0259
2023-05-25,39.4117
2023-05-24,43.1738
2023-05-23,47.2732
2023-05-22,52.3988
2023-05-19,58.1444
2023-05-18,62.0240
2023-05-17,64.3454
2023-05-16,67.1614
2023-05-15,68.5711
2023-05-12,69.5898
2023-05-11,70.6839
2023-05-10,69.3081
2023-05-09,67.9211
2023-05-08,66.4305
2023-05-05,64.7742
2023-05-04,63.2353
2023-05-03,61.6458
2023-05-02,59.9674
2023-04-28,57.3539
2023-04-27,54.7071
2023-04-26,52.8095
2023-04-25,50.9212
2023-04-24,49.2832
2023-04-21,48.0660
2023-04-20,47.1303
2023-04-19,44.6647
2023-04-18,42.0343
2023-04-17,39.1117
2023-04-13,36.5554
2023-04-12,36.9939
2023-04-11,37.8705
2023-04-10,37.5037
2023-04-06,36.4897
2023-04-05,33.9080
2023-04-03,31.0395
2023-03-31,28.0597
2023-03-29,24.8830
2023-03-28,24.6062
2023-03-27,25.3140
2023-03-24,26.1006
2023-03-23,26.3087
2023-03-22,26.5399
2023-03-21,27.6671
2023-03-20,28.2772
2023-03-17,31.0009
2023-03-16,33.8816
2023-03-15,32.1744
2023-03-14,28.4549
2023-03-13,26.1178
