,ADX
2024-01-16,24.9918
2024-01-15,24.1851
2024-01-12,22.3828
2024-01-11,21.8885
2024-01-10,23.6364
2024-01-09,26.2407
2024-01-08,28.1326
2024-01-05,30.2347
2024-01-04,30.9512
2024-01-03,30.4566
2024-01-02,29.9071
2024-01-01,29.4960
2023-12-29,29.5439
2023-12-28,30.3354
2023-12-27,31.2148
2023-12-26,32.8860
2023-12-22,35.4988
2023-12-21,38.4018
2023-12-20,41.8491
2023-12-19,45.0095
2023-12-18,41.7423
2023-12-15,38.9178
2023-12-14,36.3706
2023-12-13,34.7735
2023-12-12,33.2181
2023-12-11,30.5453
2023-12-08,27.6922
2023-12-07,24.5222
2023-12-06,20.3863
2023-12-05,17.8354
2023-12-04,15.0011
2023-12-01,13.7725
2023-11-30,14.5566
2023-11-29,14.6733
2023-11-28,15.1500
2023-11-24,15.6796
2023-11-23,15.4792
2023-11-22,15.2322
2023-11-21,15.8909
2023-11-20,17.6012
2023-11-17,19.0972
2023-11-16,20.3884
2023-11-15,20.2652
2023-11-13,19.3531
2023-11-10,19.2283
2023-11-09,19.6651
2023-11-08,20.9110
2023-11-07,22.4049
2023-11-06,23.8289
2023-11-03,25.7654
2023-11-02,28.1070
2023-11-01,30.7088
2023-10-31,32.7472
2023-10-30,35.2085
2023-10-27,38.3723
2023-10-26,41.8876
2023-10-25,42.2960
2023-10-23,42.8891
2023-10-20,43.5480
2023-10-19,46.7678
2023-10-18,51.5816
2023-10-17,55.5895
2023-10-16,57.9260
2023-10-13,61.2492
2023-10-12,65.0618
2023-10-11,67.6784
2023-10-10,70.5857
2023-10-09,74.0239
2023-10-06,77.9152
2023-10-05,78.7159
2023-10-04,77.7816
2023-10-03,76.5252
2023-09-29,75.3831
2023-09-28,74.2979
2023-09-27,73.0921
2023-09-26,72.2705
2023-09-25,71.3576
2023-09-22,70.5270
2023-09-21,69.6041
2023-09-20,68.5787
2023-09-18,66.0263
2023-09-15,63.2711
2023-09-14,61.0041
2023-09-13,59.1860
2023-09-12,58.1481
2023-09-11,55.9218
2023-09-08,54.0334
2023-09-07,53.1048
2023-09-06,52.3973
2023-09-05,52.1103
2023-09-04,51.7914
2023-09-01,52.5319
2023-08-31,55.2212
2023-08-30,56.1718
2023-08-29,56.8710
2023-08-28,57.5746
2023-08-25,57.7382
2023-08-24,57.7255
2023-08-23,55.5587
2023-08-22,53.7724
2023-08-21,52.2252
2023-08-18,49.7095
2023-08-17,46.2895
2023-08-16,42.5939
2023-08-14,38.4877
2023-08-11,34.7242
2023-08-10,30.5425
2023-08-09,28.7428
2023-08-08,27.0685
2023-08-07,28.2954
2023-08-04,30.7142
2023-08-03,32.0083
2023-08-02,33.4462
2023-08-01,35.0439
2023-07-31,33.7402
2023-07-28,33.5420
2023-07-27,33.3219
2023-07-26,33.3554
2023-07-25,34.7506
2023-07-24,36.1750
2023-07-21,36.5533
2023-07-20,35.6426
2023-07-19,35.2530
2023-07-18,36.6679
2023-07-17,38.2401
2023-07-14,38.0507
2023-07-13,38.9986
2023-07-12,40.0519
2023-07-11,37.6824
2023-07-10,35.4950
2023-07-07,32.8513
2023-07-06,30.6166
2023-07-05,26.8280
2023-07-04,23.3521
2023-07-03,20.2406
2023-06-30,18.8958
2023-06-29,19.7711
2023-06-28,19.8674
2023-06-27,19.9743
2023-06-26,19.4768
2023-06-23,18.1040
2023-06-22,16.8220
2023-06-21,16.6317
2023-06-20,17.9725
2023-06-19,17.9750
2023-06-16,17.0046
2023-06-15,15.9264
2023-06-14,15.9272
2023-06-13,16.7714
2023-06-12,18.4176
2023-06-09,20.2467
2023-06-08,21.7086
2023-06-07,22.1069
2023-06-06,21.3703
2023-06-05,20.9734
2023-06-02,19.3279
2023-06-01,16.9121
2023-05-31,15.6190
2023-05-30,17.1794
2023-05-29,17.6212
2023-05-26,18.0115
2023-05-25,19.9094
2023-05-24,19.8833
2023-05-23,20.3909
2023-05-22,20.9549
2023-05-19,22.8946
2023-05-18,25.3669
2023-05-17,26.7083
2023-05-16,27.1266
2023-05-15,26.7195
2023-05-12,26.2672
2023-05-11,26.7627
2023-05-10,27.9681
2023-05-09,29.5791
2023-05-08,30.0574
2023-05-05,30.2172
2023-05-04,29.6732
2023-05-03,29.5961
2023-05-02,29.5105
2023-04-28,26.5751
2023-04-27,24.3937
2023-04-26,23.1182
2023-04-25,22.9127
2023-04-24,22.4231
2023-04-21,22.9153
2023-04-20,24.8861
2023-04-19,25.3232
2023-04-18,24.5230
2023-04-17,24.0250
2023-04-13,23.4717
2023-04-12,25.4738
2023-04-11,26.8701
2023-04-10,28.5621
2023-04-06,29.1128
2023-04-05,30.1183
2023-04-04,30.8306
2023-04-03,32.6863
2023-03-31,34.7482
2023-03-29,36.2864
2023-03-28,37.3840
2023-03-27,35.2307
2023-03-24,33.4327
2023-03-23,32.2893
2023-03-22,32.2289
2023-03-21,32.4537
2023-03-20,30.6281
2023-03-17,28.5996
2023-03-16,27.7278
2023-03-15,25.6053
2023-03-14,24.0642
2023-03-13,22.3519
2023-03-10,22.1055
2023-03-09,22.8161
2023-03-08,25.2707
2023-03-06,27.7344
2023-03-03,30.0338
2023-03-02,33.3338
2023-03-01,34.9376
2023-02-28,35.9548
2023-02-27,34.8867
2023-02-24,32.4680
2023-02-23,30.5457
2023-02-22,28.4098
2023-02-21,26.4205
2023-02-20,24.8964
2023-02-17,23.8036
2023-02-16,23.5018
2023-02-15,23.8005
2023-02-14,24.2211
2023-02-13,24.6884
2023-02-10,25.9982
2023-02-09,28.5777
2023-02-08,30.6586
2023-02-07,30.3291
2023-02-06,28.5892
2023-02-03,27.0276
2023-02-02,25.2924
2023-02-01,24.0746
2023-01-31,22.7216
2023-01-30,22.0903
2023-01-27,19.7277
2023-01-25,17.5437
2023-01-24,16.9557
2023-01-23,16.9701
2023-01-20,18.7625
2023-01-19,19.8472
2023-01-18,21.2052
2023-01-17,22.0262
2023-01-16,22.3385
2023-01-13,23.0266
2023-01-12,23.7700
2023-01-11,24.8684
2023-01-10,26.0888
2023-01-09,28.1780
2023-01-06,30.3084
2023-01-05,32.6013
2023-01-04,34.5874
2023-01-03,36.5928
2023-01-02,37.9005
2022-12-30,39.5489
2022-12-29,41.0262
2022-12-28,43.2109
2022-12-27,45.0066
2022-12-26,47.0019
2022-12-23,50.8878
2022-12-22,56.3275
2022-12-21,57.6852
2022-12-20,58.0676
2022-12-19,59.0127
2022-12-16,56.9185
2022-12-15,53.7610
2022-12-14,50.2876
2022-12-13,46.8983
2022-12-12,43.6389
2022-12-09,41.8689
2022-12-08,39.3460
2022-12-07,37.7379
2022-12-06,37.7229
2022-12-05,40.0149
2022-12-02,42.5615
2022-12-01,43.4465
2022-11-30,45.0485
2022-11-29,47.1898
2022-11-28,48.9682
2022-11-25,49.5542
2022-11-24,50.2054
2022-11-23,51.0943
2022-11-22,49.2797
2022-11-21,46.4480
2022-11-18,43.9234
2022-11-17,43.0103
2022-11-16,43.9299
2022-11-15,45.2905
2022-11-14,46.8023
2022-11-11,46.8396
2022-11-10,45.3028
2022-11-09,42.4083
2022-11-07,38.7254
2022-11-04,34.6332
2022-11-03,30.5250
2022-11-02,29.0940
2022-11-01,29.1243
2022-10-31,29.1579
2022-10-28,29.3482
2022-10-27,27.5950
2022-10-25,23.3460
2022-10-24,19.0083
2022-10-21,16.3938
2022-10-20,14.4007
2022-10-19,14.7108
2022-10-18,15.3711
2022-10-17,16.4066
2022-10-14,16.9007
2022-10-13,17.4497
2022-10-12,16.6232
2022-10-11,16.1624
2022-10-10,16.1071
2022-10-07,16.2670
2022-10-06,17.0990
2022-10-04,18.8040
2022-10-03,20.6148
2022-09-30,22.6268
2022-09-29,23.7658
2022-09-28,24.8111
2022-09-27,24.8772
2022-09-26,24.9506
2022-09-23,25.2741
2022-09-22,28.0741
2022-09-21,28.5310
2022-09-20,28.3144
2022-09-19,30.6818
2022-09-16,34.0201
2022-09-15,36.9888
2022-09-14,36.2770
2022-09-13,36.8018
2022-09-12,34.5024
2022-09-09,32.0703
2022-09-08,29.3680
2022-09-07,26.3654
2022-09-06,24.9555
2022-09-05,23.3890
2022-09-02,24.5581
2022-09-01,25.8572
2022-08-30,26.2899
2022-08-29,26.7706
2022-08-26,27.9104
2022-08-25,26.1684
2022-08-24,24.2328
2022-08-23,26.4265
2022-08-22,28.8639
2022-08-19,31.5722
2022-08-18,33.4140
2022-08-17,32.5865
2022-08-16,32.6922
2022-08-12,34.0503
2022-08-11,35.5593
2022-08-10,36.7781
2022-08-08,37.6926
2022-08-05,36.8646
2022-08-04,35.9446
2022-08-03,34.9224
2022-08-02,32.9901
2022-08-01,31.6584
2022-07-29,31.3567
2022-07-28,32.0524
2022-07-27,33.0427
2022-07-26,34.5642
2022-07-25,35.3088
2022-07-22,35.1616
2022-07-21,33.6360
2022-07-20,32.3070
2022-07-19,31.9366
2022-07-18,31.9957
2022-07-15,32.0615
2022-07-14,32.5638
2022-07-13,32.8783
2022-07-12,30.8964
2022-07-11,28.4189
2022-07-08,25.6661
2022-07-07,24.7624
2022-07-06,22.9618
2022-07-05,21.2934
2022-07-04,19.4396
2022-07-01,19.7999
2022-06-30,20.1283
2022-06-29,21.1105
2022-06-28,23.2996
2022-06-27,25.8209
2022-06-24,27.6378
2022-06-23,29.1958
2022-06-22,30.9269
2022-06-21,32.2413
2022-06-20,29.3833
2022-06-17,25.8992
2022-06-16,22.6601
2022-06-15,19.7046
2022-06-14,17.8194
2022-06-13,15.7246
2022-06-10,15.5518
2022-06-09,16.3633
2022-06-08,16.5114
2022-06-07,17.2400
2022-06-06,18.0497
2022-06-03,19.6395
2022-06-02,21.7486
2022-06-01,22.7991
2022-05-31,23.7807
2022-05-30,23.9622
2022-05-27,25.1613
2022-05-26,26.4817
2022-05-25,27.5535
2022-05-24,26.0919
2022-05-23,26.4342
2022-05-20,27.4746
2022-05-19,29.7018
2022-05-18,32.1765
2022-05-17,35.5078
2022-05-16,37.1950
2022-05-13,36.2795
2022-05-12,33.5872
2022-05-11,29.1575
2022-05-10,25.2401
2022-05-09,21.8577
2022-05-06,19.4953
2022-05-05,17.4578
2022-05-04,15.8244
2022-05-02,15.7972
2022-04-29,17.0623
2022-04-28,18.7401
2022-04-27,19.4837
2022-04-26,20.3099
2022-04-25,21.7794
2022-04-22,23.4121
2022-04-21,24.3504
2022-04-20,25.3930
2022-04-19,26.7431
2022-04-18,28.2431
2022-04-13,30.7722
2022-04-12,31.8491
2022-04-11,33.0457
2022-04-08,32.2799
2022-04-07,30.3959
2022-04-06,28.0510
2022-04-05,26.6089
2022-04-04,25.7722
2022-04-01,25.4368
2022-03-31,25.6882
2022-03-30,25.1436
2022-03-29,24.5385
2022-03-28,22.9583
2022-03-25,23.1141
2022-03-24,24.5486
2022-03-23,26.1424
2022-03-22,27.9134
2022-03-21,30.9719
2022-03-17,34.3703
2022-03-16,35.6180
2022-03-15,37.0043
2022-03-14,38.5447
2022-03-11,40.7214
2022-03-10,43.4442
2022-03-09,46.6132
2022-03-08,47.5794
2022-03-07,47.4097
2022-03-04,46.7229
2022-03-03,46.8619
2022-03-02,47.2882
2022-02-28,46.1085
2022-02-25,44.7979
2022-02-24,43.3416
2022-02-23,40.2836
2022-02-22,38.9592
2022-02-21,36.0591
2022-02-18,33.7932
2022-02-17,32.0399
2022-02-16,30.4074
2022-02-15,29.1397
2022-02-14,25.9869
2022-02-11,22.4837
2022-02-10,21.2312
2022-02-09,20.1617
2022-02-08,19.2885
2022-02-07,18.3183
2022-02-04,18.2926
2022-02-03,18.9210
2022-02-02,20.7549
2022-02-01,21.5959
2022-01-31,22.5303
2022-01-28,23.4053
2022-01-27,24.7571
2022-01-25,27.0964
2022-01-24,26.6635
2022-01-21,27.7780
2022-01-20,30.5781
2022-01-19,31.9921
2022-01-18,33.5631
2022-01-17,33.9101
2022-01-14,31.8539
2022-01-13,29.5692
2022-01-12,27.0306
2022-01-11,24.8128
2022-01-10,22.0064
2022-01-07,18.8881
2022-01-06,17.8638
2022-01-05,17.4963
2022-01-04,16.7892
2022-01-03,16.5426
2021-12-31,16.6264
2021-12-30,17.2501
2021-12-29,17.9431
2021-12-28,18.5213
2021-12-27,18.6148
2021-12-24,18.9657
2021-12-23,19.3556
2021-12-22,19.6887
2021-12-21,19.8813
2021-12-20,20.2093
2021-12-17,20.1195
2021-12-16,22.2045
2021-12-15,23.8360
2021-12-14,23.7228
2021-12-13,23.2533
2021-12-10,20.3215
2021-12-09,17.3396
2021-12-08,15.5926
2021-12-07,16.3380
2021-12-06,17.6594
2021-12-03,19.1275
2021-12-02,19.5823
2021-12-01,20.4717
2021-11-30,21.4600
2021-11-29,22.5581
2021-11-26,23.5281
2021-11-25,22.7639
2021-11-24,20.8987
2021-11-23,18.5414
2021-11-22,15.5002
2021-11-18,12.4792
2021-11-17,12.1443
2021-11-16,13.0360
2021-11-15,13.1201
2021-11-12,13.4482
2021-11-11,14.8590
2021-11-10,15.9144
2021-11-09,17.0871
2021-11-08,18.7947
2021-11-04,20.0386
2021-11-03,21.2131
2021-11-02,22.5182
2021-11-01,24.7290
2021-10-29,26.7000
2021-10-28,28.8899
2021-10-27,31.6839
2021-10-26,31.3291
2021-10-25,32.6218
2021-10-22,34.6272
2021-10-21,36.8554
2021-10-20,39.3311
2021-10-19,42.7935
2021-10-18,45.2873
2021-10-14,43.6553
2021-10-13,42.1630
2021-10-12,40.5049
2021-10-11,38.6626
2021-10-08,37.8080
2021-10-07,36.8584
2021-10-06,36.2107
2021-10-05,35.4910
2021-10-04,33.4279
2021-10-01,31.3752
2021-09-30,29.1400
2021-09-29,25.2587
2021-09-28,24.9493
2021-09-27,25.9964
2021-09-24,27.2953
2021-09-23,27.6646
2021-09-22,27.1423
2021-09-21,26.5619
2021-09-20,26.0003
2021-09-17,23.9330
2021-09-16,19.0596
2021-09-15,13.6448
2021-09-14,11.7966
2021-09-13,13.0355
2021-09-09,14.4120
2021-09-08,15.5980
2021-09-07,17.3041
2021-09-06,19.1997
2021-09-03,20.9758
2021-09-02,22.9493
2021-09-01,24.8672
2021-08-31,27.2956
2021-08-30,29.9938
2021-08-27,31.5054
2021-08-26,32.8755
2021-08-25,33.3181
2021-08-24,33.8099
2021-08-23,32.8643
2021-08-20,31.8136
2021-08-18,31.4358
2021-08-17,31.4045
2021-08-16,30.6228
2021-08-13,30.4461
2021-08-12,31.0737
2021-08-11,31.7712
2021-08-10,28.2011
2021-08-09,24.8280
2021-08-06,21.9452
