,ADX
2024-01-16,57.0616
2024-01-15,55.5320
2024-01-12,54.1088
2024-01-11,52.6954
2024-01-10,51.2085
2024-01-09,49.9187
2024-01-08,48.5818
2024-01-05,47.5975
2024-01-04,46.5039
2024-01-03,44.4638
2024-01-02,42.7355
2024-01-01,40.2482
2023-12-29,37.7036
2023-12-28,34.8763
2023-12-27,34.1652
2023-12-26,34.9215
2023-12-22,37.6070
2023-12-21,40.5908
2023-12-20,42.9439
2023-12-19,46.7000
2023-12-18,46.8899
2023-12-15,46.3576
2023-12-14,45.8616
2023-12-13,46.5196
2023-12-12,47.8595
2023-12-11,49.3482
2023-12-08,49.7422
2023-12-07,50.1799
2023-12-06,47.9523
2023-12-05,45.6622
2023-12-04,43.7931
2023-12-01,41.7163
2023-11-30,39.7670
2023-11-29,37.6011
2023-11-28,35.3719
2023-11-24,34.0916
2023-11-23,34.7540
2023-11-22,33.8295
2023-11-21,32.8024
2023-11-20,32.1249
2023-11-17,31.3721
2023-11-16,28.2337
2023-11-15,24.9088
2023-11-13,22.1459
2023-11-10,21.4363
2023-11-09,20.8389
2023-11-08,20.1750
2023-11-07,20.0020
2023-11-06,19.2486
2023-11-03,18.4115
2023-11-02,16.9415
2023-11-01,18.5022
2023-10-31,19.3635
2023-10-30,20.4505
2023-10-27,21.6583
2023-10-26,23.9323
2023-10-25,25.0752
2023-10-23,27.7063
2023-10-20,29.1964
2023-10-19,27.0345
2023-10-18,25.0913
2023-10-17,22.9372
2023-10-16,20.6390
2023-10-13,16.5948
2023-10-12,12.7198
2023-10-11,11.7142
2023-10-10,11.0914
2023-10-09,11.3545
2023-10-06,11.1944
2023-10-05,12.4043
2023-10-04,11.9760
2023-10-03,11.5001
2023-09-29,12.2713
2023-09-28,13.1282
2023-09-27,12.7086
2023-09-26,13.1834
2023-09-25,14.0047
2023-09-22,14.7625
2023-09-21,15.8351
2023-09-20,17.1550
2023-09-18,15.5058
2023-09-15,14.1113
2023-09-14,13.8376
2023-09-13,14.6443
2023-09-12,16.0130
2023-09-11,17.5337
2023-09-08,15.6573
2023-09-07,14.6227
2023-09-06,16.1054
2023-09-05,16.7327
2023-09-04,18.0965
2023-09-01,18.5351
2023-08-31,18.9664
2023-08-30,17.9941
2023-08-29,17.9421
2023-08-28,17.1984
2023-08-25,15.7776
2023-08-24,14.1989
2023-08-23,15.2063
2023-08-22,16.8850
2023-08-21,17.3024
2023-08-18,18.4558
2023-08-17,20.3298
2023-08-16,22.3625
2023-08-14,24.7515
2023-08-11,25.8637
2023-08-10,27.4601
2023-08-09,29.2338
2023-08-08,31.8983
2023-08-07,34.2801
2023-08-04,37.5007
2023-08-03,41.5706
2023-08-02,45.8151
2023-08-01,50.1877
2023-07-31,49.4645
2023-07-28,49.3240
2023-07-27,49.1678
2023-07-26,48.2794
2023-07-25,46.1805
2023-07-24,45.7313
2023-07-21,46.2257
2023-07-20,47.2393
2023-07-19,49.5355
2023-07-18,52.0869
2023-07-17,55.5836
2023-07-14,56.6424
2023-07-13,57.0871
2023-07-12,57.5812
2023-07-11,56.7458
2023-07-10,55.1724
2023-07-07,53.4242
2023-07-06,51.9726
2023-07-05,51.7359
2023-07-04,52.7798
2023-07-03,52.3763
2023-06-30,51.8287
2023-06-28,51.5229
2023-06-27,52.0628
2023-06-26,54.3957
2023-06-23,58.4391
2023-06-22,62.9318
2023-06-21,64.3803
2023-06-20,63.3794
2023-06-19,62.4070
2023-06-16,62.2681
2023-06-15,61.2362
2023-06-14,59.4231
2023-06-13,57.6583
2023-06-12,55.6974
2023-06-09,53.6542
2023-06-08,51.5239
2023-06-07,49.1569
2023-06-06,46.6040
2023-06-05,44.8910
2023-06-02,43.7435
2023-06-01,43.3176
2023-05-31,43.4892
2023-05-30,45.0412
2023-05-29,47.5269
2023-05-26,49.7785
2023-05-25,53.2200
2023-05-24,57.2232
2023-05-23,58.5939
2023-05-22,59.3941
2023-05-19,60.7518
2023-05-18,62.3116
2023-05-17,64.7458
2023-05-16,65.7771
2023-05-15,64.6983
2023-05-12,62.6278
2023-05-11,61.0504
2023-05-10,59.6829
2023-05-09,58.2427
2023-05-08,56.6638
2023-05-05,55.6446
2023-05-04,56.5567
2023-05-03,56.1981
2023-05-02,55.9912
2023-04-28,55.8719
2023-04-27,54.0118
2023-04-26,52.4335
2023-04-25,50.9052
2023-04-24,49.5221
2023-04-21,48.0182
2023-04-20,46.3472
2023-04-19,43.7694
2023-04-18,41.1664
2023-04-17,38.2267
2023-04-13,35.6600
2023-04-12,32.8762
2023-04-11,30.0180
2023-04-10,27.1537
2023-04-06,23.9712
2023-04-05,23.9947
2023-04-03,26.0744
2023-03-31,28.6001
2023-03-29,30.6068
2023-03-28,29.1995
2023-03-27,27.6358
2023-03-24,27.5432
2023-03-23,28.4550
2023-03-22,29.6356
2023-03-21,29.5868
2023-03-20,27.9427
2023-03-17,26.1159
2023-03-16,25.4630
2023-03-15,23.1432
2023-03-14,21.3269
2023-03-13,19.8608
2023-03-10,19.2812
2023-03-09,21.2223
2023-03-08,23.3169
2023-03-06,24.0911
2023-03-03,24.9513
2023-03-02,26.5219
2023-03-01,26.5287
2023-02-28,26.8687
2023-02-27,25.9935
2023-02-24,25.0210
2023-02-23,27.2836
2023-02-22,29.6726
2023-02-21,32.7486
2023-02-20,34.1975
2023-02-17,35.4176
2023-02-16,37.4928
2023-02-15,37.8834
2023-02-14,38.9761
2023-02-13,40.3172
2023-02-10,40.0498
2023-02-09,39.7527
2023-02-08,40.5921
2023-02-07,41.5247
2023-02-06,42.1362
2023-02-03,40.6314
2023-02-02,37.9025
2023-02-01,34.9952
2023-01-31,31.7650
2023-01-30,28.6307
2023-01-27,25.5113
2023-01-25,22.0454
2023-01-24,20.9587
2023-01-23,20.2620
2023-01-20,22.0795
2023-01-19,24.0990
2023-01-18,26.0853
2023-01-17,27.7876
2023-01-16,28.6801
2023-01-13,30.5960
2023-01-12,32.6732
2023-01-11,34.4971
2023-01-10,35.6670
2023-01-09,37.2991
2023-01-06,38.0102
2023-01-05,37.2115
2023-01-04,36.5534
2023-01-03,36.1797
2023-01-02,37.0960
2022-12-30,37.3760
2022-12-29,36.3363
2022-12-28,34.4902
2022-12-27,33.3517
2022-12-26,32.0866
2022-12-23,28.4295
2022-12-22,24.4495
2022-12-21,21.2727
2022-12-20,19.2496
2022-12-19,18.3640
2022-12-16,19.4251
2022-12-15,20.6042
2022-12-14,19.9876
2022-12-13,19.7186
2022-12-12,19.3663
2022-12-09,17.4153
2022-12-08,15.5229
2022-12-07,14.5447
2022-12-06,14.1698
2022-12-05,15.3512
2022-12-02,16.8883
2022-12-01,16.4920
2022-11-30,15.3774
2022-11-29,14.6295
2022-11-28,14.4099
2022-11-25,13.3475
2022-11-24,13.0205
2022-11-23,13.9579
2022-11-22,15.4339
2022-11-21,16.5043
2022-11-18,17.6935
2022-11-17,19.2288
2022-11-16,20.9347
2022-11-15,21.8439
2022-11-14,21.8315
2022-11-11,21.9401
2022-11-10,23.8902
2022-11-09,26.0918
2022-11-07,23.9219
2022-11-04,22.0005
2022-11-03,21.8038
2022-11-02,22.1770
2022-11-01,20.7177
2022-10-31,19.5461
2022-10-28,19.4783
2022-10-27,20.5345
2022-10-25,21.7081
2022-10-21,23.2605
2022-10-20,24.8019
2022-10-19,25.8497
2022-10-18,27.9060
2022-10-17,30.7602
2022-10-14,32.0669
2022-10-13,34.0822
2022-10-12,34.8609
2022-10-11,34.2197
2022-10-10,33.5378
2022-10-07,32.9737
2022-10-06,34.5069
2022-10-04,36.2602
2022-10-03,36.0282
2022-09-30,35.1441
2022-09-29,34.1619
2022-09-28,33.7939
2022-09-27,31.6426
2022-09-26,28.6808
2022-09-23,25.5821
2022-09-22,24.7561
2022-09-21,23.8852
2022-09-20,23.4990
2022-09-19,23.6472
2022-09-16,21.0093
2022-09-15,18.6249
2022-09-14,18.2185
2022-09-13,18.0026
2022-09-12,19.0361
2022-09-09,18.6415
2022-09-08,17.2919
2022-09-07,15.7922
2022-09-06,14.6306
2022-09-05,15.4294
2022-09-02,16.4185
2022-09-01,18.0843
2022-08-30,19.9233
2022-08-29,21.9704
2022-08-26,21.3918
