,ADX
2024-01-16,26.0559
2024-01-12,25.8827
2024-01-11,27.0275
2024-01-10,28.8813
2024-01-09,31.9347
2024-01-08,34.8478
2024-01-05,38.0844
2024-01-04,41.6808
2024-01-03,45.7501
2024-01-02,50.2716
2023-12-29,53.2212
2023-12-28,53.7399
2023-12-27,54.3163
2023-12-26,54.9886
2023-12-22,55.2134
2023-12-21,55.8218
2023-12-20,55.8781
2023-12-19,55.9044
2023-12-18,55.3243
2023-12-15,54.8956
2023-12-14,54.6912
2023-12-13,54.4642
2023-12-12,54.7624
2023-12-11,53.6069
2023-12-08,50.8609
2023-12-07,50.3444
2023-12-06,50.2001
2023-12-05,50.4649
2023-12-04,50.3393
2023-12-01,47.4776
2023-11-30,44.6807
2023-11-29,42.7246
2023-11-28,40.6580
2023-11-27,39.7221
2023-11-24,38.7556
2023-11-22,37.1347
2023-11-21,34.9557
2023-11-20,32.6450
2023-11-17,30.0776
2023-11-16,28.0297
2023-11-15,25.7666
2023-11-14,25.7432
2023-11-13,28.3095
2023-11-10,27.2670
2023-11-09,26.4685
2023-11-08,26.5125
2023-11-07,28.1987
2023-11-06,27.5369
2023-11-03,26.8016
2023-11-02,23.3580
2023-11-01,21.2763
2023-10-31,20.7230
2023-10-30,19.6358
2023-10-27,19.1688
2023-10-26,19.3829
2023-10-25,19.9938
2023-10-24,22.0009
2023-10-23,23.7168
2023-10-20,24.7886
2023-10-19,27.3060
2023-10-18,30.1032
2023-10-17,32.5309
2023-10-16,35.2282
2023-10-13,36.1576
2023-10-12,35.3615
2023-10-11,35.0238
2023-10-10,35.8023
2023-10-09,37.7266
2023-10-06,38.2454
2023-10-05,38.8219
2023-10-04,41.3134
2023-10-03,45.4378
2023-10-02,50.2627
2023-09-29,54.6163
2023-09-28,59.0281
2023-09-27,65.2552
2023-09-26,66.5070
2023-09-25,68.0911
2023-09-22,69.7061
2023-09-21,68.5714
2023-09-20,67.3106
2023-09-19,66.0670
2023-09-18,64.6853
2023-09-15,63.2446
2023-09-14,62.4173
2023-09-13,61.7174
2023-09-12,60.9398
2023-09-11,60.3929
2023-09-08,59.7852
2023-09-07,57.9739
2023-09-06,56.1007
2023-09-05,54.2667
2023-09-01,52.5961
2023-08-31,51.0567
2023-08-30,49.3899
2023-08-29,47.5380
2023-08-28,45.4451
2023-08-25,41.8667
2023-08-24,37.8908
2023-08-23,33.8508
2023-08-22,28.8420
2023-08-21,23.4481
2023-08-18,21.0033
2023-08-17,19.0558
2023-08-16,17.5238
2023-08-15,16.0503
2023-08-14,14.0859
2023-08-11,14.4082
2023-08-10,14.7967
2023-08-09,16.4242
2023-08-08,18.0769
2023-08-07,19.4481
2023-08-04,19.9844
2023-08-03,20.5804
2023-08-02,22.0955
2023-08-01,22.8696
2023-07-31,21.8506
2023-07-28,19.6267
2023-07-27,17.8528
2023-07-26,15.8818
2023-07-25,15.0390
2023-07-24,14.6024
2023-07-21,14.1173
2023-07-20,14.2575
2023-07-19,14.0213
2023-07-18,14.0723
2023-07-17,14.6707
2023-07-14,16.2614
2023-07-13,17.0655
2023-07-12,17.8967
2023-07-11,16.3869
2023-07-10,14.7786
2023-07-07,14.6794
2023-07-06,15.1984
2023-07-05,15.9062
2023-07-03,15.6314
2023-06-30,14.0165
2023-06-29,13.0038
2023-06-28,12.5766
2023-06-27,13.8657
2023-06-26,15.2981
2023-06-23,15.1831
2023-06-22,14.4726
2023-06-21,14.6382
2023-06-20,15.5749
2023-06-16,17.2716
2023-06-15,18.1582
2023-06-14,19.7646
2023-06-13,21.5495
2023-06-12,21.6640
2023-06-09,22.6541
2023-06-08,23.9506
2023-06-07,24.8723
2023-06-06,25.2190
2023-06-05,26.3468
2023-06-02,29.0526
2023-06-01,32.0589
2023-05-31,30.3840
2023-05-30,29.7866
2023-05-26,30.6029
2023-05-25,31.8125
2023-05-24,33.1566
2023-05-23,36.1417
2023-05-22,38.0288
2023-05-19,38.9208
2023-05-18,40.0697
2023-05-17,43.5340
2023-05-16,46.0328
2023-05-15,46.4532
2023-05-12,48.1755
2023-05-11,48.0398
2023-05-10,47.8889
2023-05-09,47.7693
2023-05-08,46.7670
2023-05-05,46.0705
2023-05-04,43.9252
2023-05-03,40.6071
2023-05-02,37.8663
2023-05-01,35.0776
2023-04-28,33.1196
2023-04-27,31.2173
2023-04-26,28.8274
2023-04-25,26.5219
2023-04-24,24.2224
2023-04-21,23.0013
2023-04-20,22.0853
2023-04-19,21.9964
2023-04-18,22.4544
2023-04-17,22.9632
2023-04-14,23.6429
2023-04-13,24.3982
2023-04-12,24.3763
