Date,Open,High,Low,Close,SMA,EMA,DEMA
2019-01-14,213.0,215.3000030517578,211.5500030517578,214.8500061035156,,214.8500061035156,214.8500061035156
2019-01-15,215.4499969482422,217.5,214.8500061035156,216.75,,215.19545953924,215.47810325937817
2019-01-16,217.0,220.0,215.6999969482422,216.8500061035156,,215.4962861872901,215.9736710339896
2019-01-17,218.0,218.3999938964844,214.1999969482422,215.25,,215.45150688051007,215.80545686771688
2019-01-18,215.6999969482422,216.0,212.1999969482422,212.6499938964844,,214.94214088341448,214.81498232986914
2019-01-21,213.0,214.8000030517578,211.1999969482422,212.3000030517578,,214.46175218674964,213.9646680729413
2019-01-22,212.1999969482422,215.0,211.3999938964844,213.8500061035156,,214.3505256261616,213.8528168925646
2019-01-23,213.0,215.5500030517578,211.5,212.3999938964844,,213.995883493493,213.29850551200298
2019-01-24,213.8000030517578,213.8000030517578,208.75,211.1999969482422,,213.48754048526558,212.5010414936786
2019-01-25,211.8999938964844,213.6999969482422,201.25,202.3500061035156,,211.4625342340383,208.99857539900842
2019-01-28,201.0,204.3500061035156,197.8999938964844,199.75,,209.33298255512221,205.57465577098463
2019-01-29,198.6999969482422,204.75,198.3000030517578,200.8500061035156,,207.79062320028464,203.45369817748679
2019-01-30,201.8500061035156,205.8000030517578,198.5,204.6499938964844,,207.21959969050278,203.20400543657394
2019-01-31,205.6999969482422,212.0,204.4499969482422,209.8999938964844,,207.70694409159032,204.8201942119929
2019-02-01,210.8000030517578,215.3500061035156,209.6000061035156,212.5,,208.57840880221028,206.92953911850148
2019-02-04,212.0,213.0,207.8000030517578,212.5,,209.29142538362657,208.5257273908418
2019-02-05,212.1000061035156,215.3000030517578,206.0500030517578,209.25,,209.28389349569449,208.65125086601708
2019-02-06,210.3000030517578,215.5500030517578,208.6499938964844,214.5,,210.23227649647728,210.4906095273817
2019-02-07,214.0500030517578,218.6000061035156,213.5,214.9499969482422,,211.0900438513436,212.00321689424698
2019-02-08,215.6499938964844,217.3999938964844,212.1000061035156,213.25,,211.4827631510993,212.55122052236584
