Date,Open,High,Low,Close,SMA,EMA,DEMA
2019-01-14,40.5,40.95000076293945,39.5,39.59999847412109,,39.59999847412109,39.59999847412109
2019-01-15,40.09999847412109,40.09999847412109,38.5,38.75,,39.44545329700816,39.31900724300667
2019-01-16,39.29999923706055,39.34999847412109,38.54999923706055,39.150001525878906,,39.39173479316647,39.244327427658426
2019-01-17,39.75,40.25,39.150001525878906,39.650001525878906,,39.438692380932366,39.35650619914333
2019-01-18,39.650001525878906,40.150001525878906,38.34999847412109,38.75,,39.31347558439921,39.143782238499234
2019-01-21,39.0,39.09999847412109,37.5,37.95000076293945,,39.065571071406524,38.7239000959489
2019-01-22,38.0,38.900001525878906,36.54999923706055,37.75,,38.82637633115079,38.35112256374895
2019-01-23,37.75,38.34999847412109,37.54999923706055,37.95000076293945,,38.667035318748724,38.14782140800008
2019-01-24,37.70000076293945,38.20000076293945,37.0,37.34999847412109,,38.42757407427097,37.806839856358465
2019-01-25,38.04999923706055,38.04999923706055,34.70000076293945,35.099998474121094,,37.82256032878917,36.819675631466566
2019-01-28,35.45000076293945,36.0,31.600000381469727,32.5,,36.85482208719114,35.24249422807425
2019-01-29,33.0,35.75,32.25,34.900001525878906,,36.49940016695255,34.889423074752614
2019-01-30,35.95000076293945,38.20000076293945,34.20000076293945,37.29999923706055,,36.64496363424491,35.44680703204781
2019-01-31,38.0,39.84999847412109,35.0,35.599998474121094,,36.45496996876785,35.319210658852626
2019-02-01,36.400001525878906,37.0,35.5,35.75,,36.32679361081006,35.29266442800487
2019-02-04,35.95000076293945,36.29999923706055,33.0,33.849998474121094,,35.87646722232115,34.661912663989625
2019-02-05,34.29999923706055,34.349998474121094,32.599998474121094,32.95000076293945,,35.34438241152448,33.91531383678322
2019-02-06,33.400001525878906,34.0,33.0,33.099998474121094,,34.93631260472386,33.43319938346232
2019-02-07,33.5,37.79999923706055,33.5,34.400001525878906,,34.83880149947932,33.52919977779253
2019-02-08,34.75,34.75,33.0,33.900001525878906,,34.66811059518833,33.4569620830247
2019-02-11,33.0,35.20000076293945,32.599998474121094,32.849998474121094,,34.33754475499428,33.07614210306527
2019-02-12,33.0,33.400001525878906,31.850000381469727,32.099998474121094,,33.93071815847188,32.56580331882982
2019-02-14,32.54999923706055,33.75,31.64999961853028,31.950000762939453,,33.57058772292053,32.159187043216825
2019-02-15,32.04999923706055,32.5,30.799999237060547,31.0,,33.10320813693498,31.566024283189236
2019-02-18,31.450000762939453,31.450000762939453,30.14999961853028,30.25,,32.58444302112862,30.902302955131447
2019-02-19,30.25,31.5,30.200000762939453,30.799999237060547,,32.259998696752604,30.61824783190181
2019-02-20,31.14999961853028,31.64999961853028,30.549999237060547,30.950000762939453,,32.02181725424112,30.483690820944716
2019-02-21,31.0,31.799999237060547,30.350000381469727,30.850000381469727,,31.808759641009956,30.37597269385104
2019-02-22,31.100000381469727,32.95000076293945,30.75,32.70000076293945,,31.97080348136077,30.931104575790506
2019-02-25,33.400001525878906,33.5,32.29999923706055,32.95000076293945,,32.14883935073871,31.44384232112681
2019-02-26,32.75,33.25,30.549999237060547,32.900001525878906,,32.28541429167329,31.820341673664572
2019-02-27,33.25,34.5,32.54999923706055,32.900001525878906,,32.39715742516522,32.10806966510603
2019-02-28,33.0,33.5,32.650001525878906,33.04999923706055,,32.515855936418916,32.37644655103261
2019-03-01,33.099998474121094,35.29999923706055,33.099998474121094,34.20000076293945,,32.82206408669538,32.958535803423686
2019-03-05,34.25,37.400001525878906,34.099998474121094,36.25,,33.44532516184167,34.06692471882999
2019-03-06,36.75,37.45000076293945,35.0,35.400001525878906,,33.800720864393895,34.60008062219979
2019-03-07,36.0,36.45000076293945,34.95000076293945,35.599998474121094,,34.12786224798066,35.0495450000292
2019-03-08,35.599998474121094,35.95000076293945,34.70000076293945,35.0,,34.28643274834781,35.17027631850611
2019-03-11,35.400001525878906,36.25,35.150001525878906,36.150001525878906,,34.62526343517165,35.62563328179339
2019-03-12,36.5,40.70000076293945,36.400001525878906,39.09999847412109,,35.438851624071546,36.92299910768016
2019-03-13,39.29999923706055,41.59999847412109,38.400001525878906,39.75,,36.222696783331266,38.078327127496266
2019-03-14,40.20000076293945,40.29999923706055,38.25,38.54999923706055,,36.64584268400932,38.51029597524454
2019-03-15,38.900001525878906,39.59999847412109,37.29999923706055,37.79999923706055,,36.85568933001863,38.55284382412779
2019-03-18,38.25,38.45000076293945,36.45000076293945,37.400001525878906,,36.954655183811404,38.424208195731175
2019-03-19,37.400001525878906,38.0,37.0,37.09999847412109,,36.98108123659498,38.205064107715906
2019-03-20,37.0,37.25,36.20000076293945,36.45000076293945,,36.88452115047579,37.80695797456812
2019-03-22,36.59999847412109,37.0,35.349998474121094,36.0,,36.72369912311655,37.34683850226181
2019-03-25,35.54999923706055,35.70000076293945,34.70000076293945,35.150001525878906,,36.43757228725516,36.71330982266923
2019-03-26,35.04999923706055,36.25,34.900001525878906,35.95000076293945,,36.348922919197754,36.50199505612594
2019-03-27,36.09999847412109,36.70000076293945,35.150001525878906,35.54999923706055,,36.20366406790008,36.210056756143224
2019-03-28,35.599998474121094,36.400001525878906,35.25,35.849998474121094,,36.13936123266753,36.09198020331257
2019-04-01,37.54999923706055,39.20000076293945,37.54999923706055,38.70000076293945,,36.604932056353334,36.94708734262403
2019-04-02,38.95000076293945,39.400001525878906,37.59999847412109,37.75,,36.81312622792545,37.26341214797866
2019-04-03,37.75,38.45000076293945,36.84999847412109,37.25,,36.89255782284809,37.32596306237379
2019-04-04,37.29999923706055,37.70000076293945,36.45000076293945,36.95000076293945,,36.90300199377379,37.26615151141585
