Date,Open,High,Low,Close,SMA,EMA,DEMA
2019-01-14,377.0,377.0,372.3999938964844,374.4500122070313,,374.4500122070313,374.4500122070313
2019-01-15,375.0,386.0,375.0,385.1499938964844,,376.3954634232955,377.9871962366026
2019-01-16,385.2999877929688,390.7000122070313,379.2000122070313,389.2999877929688,,378.74174058141784,381.9637487398601
2019-01-17,391.2000122070313,395.4500122070313,386.5,394.5,,381.6068786575237,386.5872710312449
2019-01-18,396.5,399.9500122070313,392.25,399.2999877929688,,384.823807591241,391.5307068427816
2019-01-21,397.5,402.7000122070313,392.1000061035156,396.2000122070313,,386.8922084304756,394.07199941383715
2019-01-22,393.3999938964844,394.7000122070313,387.1000061035156,390.6000061035156,,387.5663534619374,393.99230111042925
2019-01-23,390.0,392.0,383.6000061035156,385.2000122070313,,387.136109597409,392.04168542065185
2019-01-24,386.0,386.5,377.6000061035156,380.9500122070313,,386.01136461734035,389.1047716708465
2019-01-25,382.5,383.75,372.25,373.8500061035156,,383.80020852391766,384.52205021853143
2019-01-28,374.9500122070313,375.3500061035156,292.1000061035156,326.1000061035156,,373.3092626292991,365.31635919293154
2019-01-29,330.0,354.6000061035156,327.6000061035156,349.25,,368.9348512421538,358.8161391138251
2019-01-30,349.04998779296875,349.04998779296875,335.6000061035156,338.1499938964844,,363.33760445203205,350.47909260966355
2019-01-31,339.8999938964844,341.70001220703125,330.20001220703125,338.6499938964844,,358.848947987387,344.6558102816487
2019-02-01,339.8999938964844,346.79998779296875,333.3500061035156,338.45001220703125,,355.1400505727769,340.49293092885546
2019-02-04,337.25,338.79998779296875,329.04998779296875,335.6499938964844,,351.59640390436005,336.71304964881057
2019-02-05,333.1000061035156,340.95001220703125,330.75,339.79998779296875,,349.45160097501616,335.5194723691944
2019-02-06,338.79998779296875,341.79998779296875,318.8500061035156,330.3500061035156,,345.9785837256524,331.738009844137
2019-02-07,330.54998779296875,336.3500061035156,322.6000061035156,332.3500061035156,,343.50066052162754,329.8218901789128
2019-02-08,333.0,336.5,328.0,331.5,,341.31872224496794,328.34177882911627
2019-02-11,332.95001220703125,333.95001220703125,318.3999938964844,328.79998779296875,,339.04258870824077,326.5627984743127
2019-02-12,328.79998779296875,329.95001220703125,323.25,326.79998779296875,,336.81666126910034,324.7847104456807
2019-02-14,342.0,352.20001220703125,340.04998779296875,349.1000061035156,,339.04999669353947,331.03294773073725
2019-02-15,347.54998779296875,352.8999938964844,347.29998779296875,350.1499938964844,,341.06817800316577,336.1600135596582
