Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA,13MA,30MA,EMA,DEMA,+DI,-DI,DX,ADX,VWAP,Upper_Band,Lower_Band,MACD,Signal_line,%K,%D
2019-03-15,3160.0,3169.0,3054.699951171875,3066.550048828125,2795.494873046875,403251,,,,,3066.550048828125,3066.550048828125,,,,,3096.75,,,0.0,0.0,,
2019-03-18,3090.0,3134.89990234375,3060.10009765625,3123.35009765625,2847.2744140625,238905,,,,,3076.8773304332385,3085.3269244737858,,,,,3100.2347471281987,,,4.531058026174833,0.9062116052349666,,
2019-03-19,3128.0,3138.85009765625,3084.0,3125.39990234375,2849.142822265625,184380,,,,,3085.6996162351493,3099.8311542880692,,,,,3103.7701797342834,,,8.192913457352915,2.363551975658557,,
2019-03-20,3126.800048828125,3135.0,3079.39990234375,3088.10009765625,2815.14013671875,257001,,,,,3086.136067402622,3098.0553313102155,,,,,3103.07359764997,,,7.993038980129768,3.489449376552799,,
2019-03-22,3094.0,3117.89990234375,3088.0,3098.60009765625,2824.711669921875,197654,,,,,3088.402254721463,3100.0085329976373,,,,,3102.8308330115146,,,8.582960241790715,4.508151549600383,,
2019-03-25,3074.75,3099.0,3061.10009765625,3090.75,2817.5556640625,224948,,,,,3088.8291174993788,3098.6744147254526,,,,,3099.9611237958215,,,8.321119135279332,5.270745066736173,,
2019-03-26,3100.0,3132.0,3060.0,3099.14990234375,2825.213134765625,340645,,,,,3090.705623834719,3100.2961903849673,,,,,3099.4241520361943,,,8.691223080559666,5.9548406695008715,,
2019-03-27,3117.0,3117.0,3078.0,3096.89990234375,2823.162353515625,360838,,,,,3091.831856290906,3100.600146387081,,,,,3099.0769519636888,,,8.702658102296482,6.5044041560599934,,
2019-03-28,3092.0,3118.5,3028.0,3096.550048828125,2822.84326171875,3470524,,,,,3092.6897094794913,3100.565644894295,,,,,3088.0383846067084,,,8.584533031445062,6.920429931137008,,
2019-04-01,3104.949951171875,3109.0,3044.0,3049.85009765625,2780.27099609375,497409,,,,,3084.9006891479926,3084.9718014888786,,,,,3086.3935235201925,,,4.668803232520986,6.470104591413804,,
2019-04-02,3056.0,3059.60009765625,2980.39990234375,2994.199951171875,2729.539794921875,378147,,,,,3068.409645879607,3054.975156938926,,,,,3082.0664146444265,,,-2.8916098990939645,4.5977616933122505,,
2019-04-03,2990.0,3013.5,2955.199951171875,2990.10009765625,2725.802490234375,439719,,,,,3054.171546202633,3031.530337333643,,,,,3076.0429016564126,,,-9.109111523126103,1.8563870500245798,,
2019-04-04,3001.949951171875,3055.0,2984.14990234375,3041.800048828125,2772.9326171875,464430,,,3073.9461763822114,,3051.922183043632,3031.5571695661843,,,,,3072.987766487398,,,-9.752353311455863,-0.4653610222715088,,
2019-04-05,3048.0,3051.050048828125,2985.75,2994.050048828125,2729.4033203125,387504,,,3068.3692533052886,,3041.3999768226304,3016.1286152511725,,,,,3069.890620972521,,,-13.954296555173187,-3.1631481288518444,18.17122955265637,
2019-04-08,3000.0,3013.949951171875,2964.5,2971.5,2708.8466796875,293053,36.57293105078975,,3056.6884765625,,3028.6908901276065,2997.6159779095765,9.3099367085857,22.73185967240283,41.88879675853881,,3066.77321007337,,,-18.886258301581165,-6.307770163397709,8.87559805432108,
2019-04-09,2973.10009765625,2988.75,2942.5,2962.89990234375,2701.006591796875,350181,23.76106841945291,,3044.1884765625,,3016.728892348723,2981.5168750785215,8.790362121011658,24.117954710726178,46.5766531545366,,3062.5630552613247,,,-23.22115055637005,-9.690446241992177,10.389555486478084,12.478794364485177
2019-04-10,2969.89990234375,2995.0,2951.300048828125,2958.800048828125,2697.26904296875,377556,22.936905347144574,,3034.2423189603364,,3006.196375344978,2968.76902912084,9.086505576855535,22.821822352432886,43.046181567445295,,3058.551796771642,,,-26.67985900730673,-13.088328795055089,8.467557832792208,9.244237124530457
2019-04-11,2964.0,2974.050048828125,2940.0,2946.050048828125,2685.646240234375,276801,24.924903345854958,,3022.5076998197114,,2995.260679614641,2955.6909180155253,8.694491646640088,23.26910565525212,45.597539823057495,,3055.3673373875727,,,-30.102723360521395,-16.49120770814835,3.151067097981771,7.33606013908402
2019-04-12,2952.0,2990.0,2944.0,2984.300048828125,2720.514892578125,261483,31.623744676014027,,3014.3192420372598,,2993.2678376534564,2959.26207110412,10.228946136749432,21.89472825878623,36.31521717720447,,3053.070688975829,,,-29.39012166163866,-19.070990498846413,23.072942097981773,11.563855676251917
2019-04-15,2998.0,3008.0,2972.0,2998.449951171875,2733.414306640625,221766,35.45538872650512,,3006.5730919471152,,2994.2100401113507,2967.1580331274436,12.11488260170783,20.85650994662747,26.512763548293005,,3051.682570708862,,,-27.368118187380787,-20.73041603655329,30.44268290201823,18.888897365993923
2019-04-16,3000.0,3030.0,2998.0,3020.5,2753.515380859375,258557,38.1175611856139,,3000.6961763822114,,2998.9900328183776,2980.767475682748,14.574151711817931,19.950954985960312,15.57360364215294,,3050.7535756666557,,,-23.713061790350366,-21.326945187312706,45.09803921568628,32.87122140522876
2019-04-18,3029.85009765625,3029.85009765625,2988.14990234375,2997.75,2732.776123046875,155314,35.894112303931436,,2993.096172626202,,2998.764572305945,2983.6707396848037,13.737067213981206,20.16179119123653,18.952626370056247,,3050.0496617331128,,,-22.393994108456354,-21.540354971541436,32.35294117647059,35.9645544313917
2019-04-22,2989.0,3014.0,2971.0,3000.14990234375,2734.963623046875,150447,36.36481409509003,,2989.2730806790864,,2999.016450494637,2986.873033231724,12.913439725131465,21.34435608977951,24.610212548988404,,3049.2376771935587,,,-20.913889109653155,-21.41506179916378,35.59165819156805,37.68087952790831
2019-04-23,3002.0,3013.949951171875,2986.35009765625,2991.0,2726.623046875,138140,40.68681467718201,,2989.0269305889424,,2997.5589140410666,2986.4308610003077,12.399616952587051,20.49506910988352,24.610212548988397,,3048.540364922622,,,-20.245834507133623,-21.18121634075775,42.64210564993202,36.86223500599022
2019-04-24,2988.0,2997.550048828125,2952.050048828125,2978.199951171875,2714.9541015625,222279,47.070666260025874,,2988.111534705529,,2994.0391026103043,2982.054486224514,11.581395765800337,24.1174189904502,35.116076850856565,,3047.0107356200338,,,-20.512794659458905,-21.04753200449798,33.217348845108695,37.15037089553625
2019-04-25,2988.0,2999.0,2962.64990234375,2969.25,2706.794921875,163138,46.24921351757337,,2982.53076171875,,2989.5319930447945,2976.038762721004,11.173503019860096,22.82173521787761,34.26430524345304,,3045.9442077150084,,,-21.202143651094502,-21.078454333817287,25.43478260869565,33.76474570124545
2019-04-26,2990.0,2990.0,2955.0,2967.699951171875,2705.382080078125,121340,33.73560265744641,,2980.5038311298076,,2985.5625308860817,2971.274873400397,10.583920386764339,22.770916833719372,36.537418445174765,,3045.103827319705,,,-21.624262640504185,-21.18761599515467,24.943664108375966,27.865265187393437
2019-04-30,2970.0,2974.89990234375,2876.050048828125,2896.050048828125,2640.065673828125,458803,30.532297828013753,,2974.699988731971,,2969.2875341482713,2944.28172614723,9.120175688659177,30.66800078653797,54.156352481524536,34.5541400114479,3039.8457223398277,,,-27.424214028397728,-22.434935601803282,12.991235039543023,21.12322725220488
2019-05-02,2927.0,2959.949951171875,2772.0,2783.050048828125,2537.0537109375,1439763,22.460800520989878,,2960.8653846153848,,2935.426173180972,2887.2621258432387,7.107364752436561,36.11750916298873,67.11446855186678,36.87987776433496,3017.061787319599,,,-40.670053844799895,-26.081959250402605,4.282964662063953,14.072621269994315
2019-05-03,2782.949951171875,2803.85009765625,2690.0,2696.14990234375,2457.8349609375,1857697,18.277954182816487,,2940.6615271935098,3002.571671549479,2891.921396665113,2816.919631693993,6.21289460180769,40.636457674876034,73.47713767688624,39.49396775808862,2980.5153391420486,3164.9977390406966,2840.1456040582616,-57.516577593216425,-32.36888291896537,1.8087948069852942,6.360998169530756
2019-05-06,2699.0,2699.0,2654.449951171875,2666.0,2430.349853515625,764919,17.211560665904912,,2919.1192157451924,2989.220003255208,2850.844779089638,2755.87155700606,5.900011841389522,42.60890394544993,75.67452603016041,42.0782933489509,2965.2053276303113,3196.0970228008573,2782.342983709559,-72.46508182702337,-40.38812270057697,3.0755018842804143,3.0557537844432203
2019-05-07,2683.0,2720.5,2644.699951171875,2650.550048828125,2416.26513671875,1182277,17.108083341630447,,2893.4461388221152,2973.460001627604,2814.4275554057267,2706.926281595963,7.797890809001523,39.00887820539259,66.6804995379899,43.83559379102512,2944.2396595294204,3215.931662373804,2730.988340881404,-84.58353473244051,-49.22720510694968,1.5183225836702703,2.1342064249786596
2019-05-08,2656.60009765625,2667.10009765625,2615.85009765625,2649.5,2415.307861328125,723429,9.368897833316424,,2866.6038348858174,2957.596671549479,2784.4407271501395,2671.9504618239434,7.345947150971566,40.01026372615913,68.97578157158229,45.63132148963634,2931.6634941077905,3222.2972177066567,2692.8961253923017,-93.19789877018229,-58.02134383959621,8.12505379171142,4.239626086554035
2019-05-09,2637.0,2689.800048828125,2637.0,2672.39990234375,2436.183837890625,457843,11.253675862156754,,2839.826904296875,2943.739998372396,2764.0696680944325,2655.3649481456027,9.499449595881023,37.5932054449184,59.656343063898035,46.63310874494074,2924.8097652698166,3224.053005519781,2663.4269912250106,-97.05818723079028,-65.82871251783503,13.654429076881177,7.765935150754291
2019-05-10,2680.0,2725.0,2673.0,2688.550048828125,2450.90625,471289,9.99148498833786,,2816.042292668269,2930.0716634114583,2750.3388282278306,2650.1642792879325,12.994571360840729,35.305061988227635,46.19184262983074,46.6015897367186,2918.86942372015,3221.003064443575,2639.1402623793415,-97.68822277546724,-72.20061456936148,17.560374679196862,13.113285849263155
2019-05-13,2695.0,2707.60009765625,2668.550048828125,2676.550048828125,2439.967529296875,332869,10.257302407206382,,2791.1499962439902,2916.264998372396,2736.922686518793,2643.9848487151185,12.391607154180187,34.19568773566753,46.802632848808926,46.61594995901077,2914.6531746140536,3216.7737911689956,2615.7562055757962,-98.02584922471033,-77.36566150043126,15.245501961587468,15.486768572555171
2019-05-14,2675.89990234375,2723.0,2658.050048828125,2697.60009765625,2459.156494140625,403041,14.216381885863001,,2768.580772986779,2902.8800048828125,2729.7731249074213,2647.8834344769293,13.260319292140768,31.571546316955732,40.84422268855921,46.20368372540708,2909.9307826181425,3207.896280472835,2597.86372929279,-95.49406150236109,-80.99134150081723,20.535049002923433,17.78030854790259
2019-05-15,2700.0,2709.949951171875,2660.0,2687.75,2450.17724609375,322361,14.192860847236801,,2746.238469050481,2889.2416748046876,2722.132556742435,2648.880526982499,12.467837786606436,29.68472398590244,40.84422268855921,45.820865079917944,2906.179098767971,3198.354107695412,2580.129241913963,-93.20797849586415,-83.43466889982662,18.765475836985516,18.18200893383214
2019-05-16,2699.800048828125,2737.0,2677.800048828125,2716.199951171875,2476.112548828125,307180,20.16620160712381,,2726.7730806790864,2876.563338216146,2721.053901184151,2660.2378859237892,14.822493576780934,27.58088585594748,30.088149694312268,44.69709969523183,2903.1029486279663,3181.3768251437687,2571.749851288523,-88.08517686172536,-84.36477049220638,26.190755341911657,21.830426727273537
2019-05-17,2719.85009765625,2785.10009765625,2710.0,2779.25,2533.589599609375,533790,30.738045190518363,,2712.2769305889424,2867.5433349609375,2731.63501005976,2690.53372301769,19.167958193861423,25.146320679356087,13.49082651801391,42.46808018257341,2899.250802023597,3160.9141866258783,2574.1724832959967,-78.03813263374104,-83.09944292051331,43.67230923225698,29.54284680371805
2019-05-20,2839.0,2840.0,2781.0,2801.199951171875,2553.598876953125,442704,33.79081341070169,,2704.980769230769,2861.110001627604,2744.2831811710535,2721.0033590458725,24.25250657971128,23.350703860508744,1.8944157565486408,39.56996129500021,2897.270478542215,3137.1079579323914,2585.112045322817,-67.52620008091117,-79.9847943525929,51.622324005145956,40.4951295264382
2019-05-21,2800.0,2867.39990234375,2794.10009765625,2848.699951171875,2596.90087890625,490607,45.1629230113467,,2710.03076171875,2856.396663411458,2763.2680484439297,2759.7539944738623,25.36731337972181,21.368076149732897,8.557192462188462,37.354763521227945,2895.8578082314893,3117.351410542015,2595.4419162809013,-54.731652353412755,-74.93416595275687,67.66926842212436,54.32130055317577
2019-05-22,2861.0,2878.0,2817.5,2852.64990234375,2600.501708984375,393507,59.14827797658817,,2722.0692232572114,2850.091658528646,2779.519294607533,2789.9406336749717,24.816624442397504,19.868483140938192,11.073356581342573,35.477520168378994,2895.0039245664516,3093.907731857921,2606.2755851993707,-43.76861569447237,-68.70105590109998,90.32992290685307,69.8738384447078
2019-05-23,2874.0,2890.0,2827.10009765625,2838.699951171875,2587.784423828125,262582,73.18256136961315,,2735.3538348858174,2844.913321940104,2790.279413982868,2807.609698163319,24.398600508383733,18.421100400189,13.959696077648232,33.9405327333268,2894.4822677087145,3070.2434629136123,2619.583180966596,-35.79337093329332,-62.11951890753865,81.2875917920988,79.76226104035874
2019-05-24,2845.0,2867.0,2808.199951171875,2851.050048828125,2599.042724609375,227827,81.94367650512511,,2750.776911808894,2840.8983235677083,2801.328620318369,2824.5482034677843,22.731402297727605,19.358641871563076,8.013202391993044,32.08858056608867,2893.9373550008895,3048.675236157114,2633.1214109783027,-28.151865157132306,-55.32598815745739,85.79246213882047,85.80332561259077
2019-05-27,2870.0,2905.0,2858.050048828125,2896.550048828125,2640.521484375,267259,88.47365934404696,,2769.78076171875,2838.686661783854,2818.6416073201426,2851.804619262025,25.748517236458223,18.134350526397235,17.351114679214245,31.035904431311927,2893.8481207859068,3033.909849781869,2643.463473785839,-18.214481826440533,-47.903686891254026,97.07765726241558,88.0525703977783
2019-05-28,2910.0,2925.0,2880.0,2887.0,2631.815185546875,441693,86.18219413717355,,2786.2884615384614,2836.2933268229167,2831.0704059892073,2868.372796489073,26.753532566241223,17.159486439913664,21.847839987915314,30.379614113926458,2893.9161848171802,3016.7219846584253,2655.864668987408,-10.983037450205302,-40.519557003044284,86.80555555555556,89.89189165226388
2019-05-29,2887.5,2930.0,2871.0,2917.0,2659.163330078125,248043,86.47477543822095,,2803.861534705529,2835.324991861979,2846.693968536624,2889.9970210298557,24.866032883022438,17.025016294801183,18.717641935719648,29.5466161011974,2894.0472724968554,3019.245483503045,2651.404500220913,-2.7990506887649644,-32.975455740188416,95.21970864713121,93.03430715503411
