Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA,13MA,30MA,EMA,DEMA,+DI,-DI,DX,ADX,VWAP,Upper_Band,Lower_Band,MACD,Signal_line,%K,%D
2019-03-15,794.0,807.5,787.0,799.2999877929688,685.7465209960938,3854238,,,,,799.2999877929688,799.2999877929688,,,,,797.9333292643229,,,0.0,0.0,,
2019-03-18,804.9500122070312,805.7000122070312,782.25,788.5999755859375,676.5665283203125,3379301,,,,,797.354531028054,795.7627936749419,,,,,795.2470949397413,,,-0.8535622273416266,-0.1707124454683253,,
2019-03-19,793.5,797.4500122070312,783.25,794.6500244140625,681.757080078125,2413153,,,,,796.8628025527828,795.1581486931966,,,,,794.3806261798436,,,-1.0299553795412066,-0.3425610322829016,,
2019-03-20,797.0,806.2000122070312,787.2999877929688,789.8499755859375,677.6389770507812,3331375,,,,,795.5877431042654,793.1497958521807,,,,,794.3984318437629,,,-1.5393276374450124,-0.5819143533153238,,
2019-03-22,794.5,798.0,783.2000122070312,788.75,676.6953125,2815749,,,,,794.344517085308,791.3326480453644,,,,,793.6113011238449,,,-2.0086136111773385,-0.8672542048877268,,
2019-03-25,792.0,795.4500122070312,786.4000244140625,789.5999755859375,677.4244995117188,1861646,,,,,793.4818731763314,790.3118171272149,,,,,793.2814790466725,,,-2.285593303272435,-1.1509220245646685,,
2019-03-26,790.2000122070312,791.9000244140625,768.1500244140625,770.75,661.25244140625,3169827,,,,,789.3488053260893,783.373522135705,,,,,790.793122602263,,,-3.980255293355981,-1.716788678322931,,
2019-03-27,771.0,773.0,761.5999755859375,764.9500122070312,656.2765502929688,3893738,,,,,784.9126611226241,776.3942205276563,,,,,786.9690976992838,,,-5.725299977978921,-2.518490938254129,,
2019-03-28,770.0,782.0,768.0499877929688,771.7000122070312,662.0674438476562,3908706,,,,,782.5103613197889,773.575210085223,,,,,785.1869756048875,,,-6.488793107208039,-3.3125513720449113,,
2019-04-01,782.8499755859375,794.7999877929688,779.0,785.5,673.9070434570312,3433947,,,,,783.0539319889181,776.1880933444698,,,,,785.3204655657928,,,-5.912171397538714,-3.8324753771436724,,
2019-04-02,790.9500122070312,794.0,785.0499877929688,792.4500122070312,679.8696899414062,2596840,,,,,784.7623102103931,780.5425698643242,,,,,785.708549713648,,,-4.838610150968634,-4.033702331908665,,
2019-04-03,792.4500122070312,793.3499755859375,776.25,777.7000122070312,667.2151489257812,1467406,,,,,783.4782560279637,778.9751514137376,,,,,785.5755128985181,,,-5.118998232419813,-4.250761512010895,,
2019-04-04,777.9000244140625,781.75,767.25,774.5,664.4697875976562,1751584,,,783.7153836763822,,781.8458458410612,776.8258791855925,,,,,785.0633437727008,,,-5.535610971070014,-4.507731403822719,,
