Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA,13MA,30MA,EMA,DEMA,+DI,-DI,DX,ADX,VWAP,Upper_Band,Lower_Band,MACD,Signal_line,%K,%D
2021-04-19,218.0,239.0,211.3000030517578,232.625,232.31192016601562,22102730,,,,,232.625,232.625,,,,,227.64166768391928,,,0.0,0.0,,
2021-04-20,234.0,256.92498779296875,228.6750030517578,251.5500030517578,251.21145629882812,11705072,,,,,236.06590964577413,238.88119935595296,,,,,233.89966519227417,,,1.509686853131683,0.30193737062633663,,
2021-04-22,249.0,271.375,245.8000030517578,261.875,261.5225524902344,4728296,,,,,240.75847152836064,246.90125919516868,,,,,237.06326571422034,,,3.498932014811089,0.9413362994632871,,
2021-04-23,261.3999938964844,268.45001220703125,258.8500061035156,265.3500061035156,264.9928894042969,2300838,,,,,245.22965963293427,253.9138216277011,,,,,238.59314531794215,,,5.294792021366732,1.8120274438439763,,
2021-04-26,266.0,293.0,266.0,290.04998779296875,289.65960693359375,4139576,,,,,253.37881020748597,267.1515204914739,,,,,242.68182444821107,,,8.611834246500678,3.171988804375317,,
2021-04-27,288.0,306.375,285.5249938964844,302.20001220703125,301.7933044433594,4373976,,,,,262.25539238922147,280.78663167935883,,,,,247.58767624700562,,,12.081748658237416,4.953940775147737,,
2021-04-28,302.3999938964844,310.0,298.1000061035156,307.82501220703125,307.41070556640625,1970340,,,,,270.54077781064143,292.4816525746429,,,,,249.80372255688735,,,15.111376773891692,6.985427974896529,,
2021-04-29,309.375,309.5,290.57501220703125,300.82501220703125,300.4201354980469,3749610,,,,,276.04700224634865,298.50371977338307,,,,,253.24188982510253,,,16.754403055114892,8.939222990940202,,
2021-04-30,296.0,310.95001220703125,294.04998779296875,296.8500061035156,296.4504699707031,689580,,,,,279.82936658401536,301.2977062914981,,,,,253.8277701958255,,,17.533646485933957,10.658107689938953,,
2021-05-03,295.0,302.5,285.1000061035156,299.6499938964844,299.2467041015625,848474,,,,,283.43311700446424,303.94664529095377,,,,,254.4561197729679,,,18.167712057827487,12.160028563516661,,
2021-05-04,300.625,304.0,291.3500061035156,298.8500061035156,298.4477844238281,587900,,,,,286.23618774974625,305.31340513937755,,,,,254.90437607051504,,,18.393630934853945,13.40674903778412,,
2021-05-05,295.5,306.0,293.75,303.0,302.5921936035156,582008,,,,,289.28415361342877,307.386576275231,,,,,255.36786279263413,,,18.69207252045061,14.463813734317418,,
2021-05-06,303.0,306.125,297.7749938964844,300.9750061035156,300.5699462890625,281584,,,285.5096189058744,,291.40976315708093,307.95997132518,,,,,255.5922043929246,,,18.551341229441277,15.281319233342192,,
2021-05-07,301.5,319.0,301.5,315.875,315.4498596191406,2697842,,,291.9134650597206,,295.8579880376116,313.0385241683087,,,,,258.10244151638886,,,19.418273876609987,16.108710161995752,97.09842145910014,
2021-05-10,315.0,379.04998779296875,314.92498779296875,345.875,345.40948486328125,3202552,90.20235578768275,,299.1692340557392,,304.9519902125913,326.44933973541777,51.949050198366876,5.633433618550181,80.43351642676052,,262.53442568510405,,,22.269366134344864,17.340841356465575,77.93849299465498,
2021-05-11,342.3999938964844,351.3500061035156,337.57501220703125,345.8500061035156,345.384521484375,938596,88.66340222473531,,305.6288499098558,,312.3879931018502,336.06073598446557,49.440387940917454,5.361390486967616,80.43351642676052,,263.72599261385056,,,24.247352109382348,18.72214350704893,75.08443865571026,83.37378436982179
2021-05-12,350.0,355.125,317.4750061035156,323.32501220703125,322.8898620605469,1409480,72.90348681566903,,310.08846576397235,,314.3765420300649,335.37214442074406,43.28890175374197,11.33652878176278,58.493585604256594,,265.17672195122,,,23.723867509941442,19.722488307627433,53.63978030387083,68.88757065141202
