Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA,13MA,30MA,EMA,DEMA,DX,ADX,VWAP,Upper_Band,Lower_Band,MACD,Signal_line,%K,%D
2021-09-14,1676.0,1698.800048828125,1675.4000244140625,1696.449951171875,1671.231201171875,1407269,76.60702712257202,1526.16349609375,1670.0692138671875,1639.4283203125,1673.275496112606,1689.0569200971527,24.747248146718494,22.503712603920437,1203.490520475585,1715.984047215586,1562.872593409414,23.055479801263346,22.35465409474194,83.79695576832707,72.53533424521078
2021-09-15,1700.0,1724.5999755859375,1697.0,1717.0,1691.4757080078125,2757989,84.43266193827229,1529.9654956054687,1679.3961369441106,1642.8633219401042,1681.225405910314,1700.6419517321588,33.46447149670568,23.286623953405098,1204.0401810569192,1724.9782902350346,1560.748353645174,25.116474083110916,22.907018092415736,94.55589046198725,81.36907853889805
2021-09-16,1709.5999755859375,1728.5,1709.25,1721.25,1695.66259765625,2128381,84.63027662151248,1533.9489953613281,1685.7922926682693,1645.759989420573,1688.5026048357115,1710.3429414470916,34.695957248382605,24.101576331617775,1204.4692099595572,1732.8562453021277,1558.6637335390183,26.784016906973193,23.682417855327227,94.44231298297098,90.93171973776178
2021-09-17,1724.0,1741.699951171875,1706.0999755859375,1716.199951171875,1690.6876220703125,3473932,77.13692785271742,1537.7519946289062,1690.107675405649,1648.859989420573,1693.538485987741,1715.528118703258,38.823130611070425,25.15311592300725,1205.1701973780878,1738.8581851068166,1558.8617937343292,27.38241246750499,24.42241677776278,73.62976951800506,87.5426576543211
2021-09-20,1700.199951171875,1735.0,1699.949951171875,1704.3499755859375,1679.0137939453125,1820374,66.54205936495671,1540.988994140625,1692.5807542067307,1651.4249877929688,1695.5042113692311,1715.104049812237,34.55629545855511,25.82477160411781,1205.5309157988522,1737.243512302324,1565.6064632836135,26.593893415852563,24.85671210538074,61.37539354125272,76.48249201407627
2021-09-21,1698.5999755859375,1730.75,1692.4000244140625,1720.9000244140625,1695.3177490234375,2029747,67.61941138918178,1544.438994140625,1695.234600360577,1655.109989420573,1700.1216319228367,1719.9357529200643,29.302170148413065,26.07315721442461,1205.9337719434086,1733.6842474056032,1576.5357314355426,26.993275336991474,25.284024751702887,75.95384189848265,70.31966831924683
2021-09-22,1720.9000244140625,1730.0,1706.0,1710.9000244140625,1685.4664306640625,1487933,59.141785524057525,1547.961494140625,1697.1346059945913,1658.8916585286458,1702.0813396485141,1719.8962904218001,29.302170148413076,26.30380099542379,1206.2292369656777,1731.9842020673748,1585.799114989917,26.2008449294849,25.46738878725929,64.39314825686417,67.2407945655332
2021-09-23,1718.300048828125,1775.0,1715.050048828125,1769.699951171875,1743.392333984375,3702946,71.67710422936818,1552.253994140625,1703.1499868539663,1664.9333251953126,1714.3756326527614,1739.010468470743,44.32892371419175,27.591309761050073,1207.0172502642827,1736.7932135603035,1593.0734368303217,29.97200221562889,26.368311472933208,95.57592097835546,78.64097037790077
2021-09-24,1780.0,1810.0,1750.0,1768.75,1742.4564208984375,3612494,70.51795136438795,1556.516494140625,1708.8846059945913,1671.114990234375,1724.26188126135,1752.5064048830895,52.74232570682589,29.38781090003406,1207.816108019432,1737.3657927455774,1604.8641877231726,32.50927176552773,27.596503531452115,73.35272158357003,77.77393027292989
2021-09-27,1772.0,1782.75,1737.0,1739.5999755859375,1713.73974609375,1650711,60.572929141356575,1560.536494140625,1713.3384540264424,1674.9866577148437,1727.0506256840022,1752.4414813566864,44.035278662928725,30.43405859738368,1208.165570867296,1737.6240561217403,1612.349259307947,31.801326909591353,28.437468207079963,54.521962397939625,74.48353498662172
2021-09-28,1745.300048828125,1759.050048828125,1719.0,1737.1500244140625,1711.3262939453125,1442615,63.54757203604573,1564.521494140625,1718.7692213792068,1677.2783243815104,1728.8868799985585,1751.1636063517553,32.7512555900294,30.599572668286946,1208.4623745253996,1738.451964860342,1616.1046839026787,30.688823274738752,28.887739220611724,52.93930710136722,60.27133036095898
2021-09-29,1732.0,1742.0,1716.5999755859375,1721.0,1695.416259765625,1698747,63.23849555415901,1568.3324938964843,1722.688448392428,1679.4416585286458,1727.4529018170024,1744.5060594119814,31.274517903740097,30.647783042247884,1208.8036323657248,1738.7811519253146,1620.102165131977,28.17915240215393,28.74602185692017,42.50647808333898,49.98924919421529
2021-09-30,1719.949951171875,1734.25,1697.0,1702.949951171875,1677.634521484375,1792078,57.4704681429594,1571.9349938964845,1725.092294546274,1681.5816569010417,1722.9978198815245,1733.3053363302072,19.575939825974046,29.85693709822832,1209.152643472473,1740.0745133531043,1623.088800448979,24.451866172077416,27.887190719951622,28.394616168478258,41.28013378439484
2021-10-01,1697.5,1712.5,1687.5,1696.9000244140625,1671.674560546875,1563937,55.609984044771736,1574.953994140625,1725.1269155649038,1683.716658528646,1718.2527661601678,1722.8038720279799,14.26094067698322,28.742937353853673,1209.4492975866817,1741.5073763189312,1625.9259407383606,20.770358687239423,26.463824313409184,15.973256983447953,28.958117078421754
2021-10-04,1696.5,1723.949951171875,1684.050048828125,1715.25,1689.751708984375,1588493,54.307970483644354,1578.2704943847657,1724.9923001802886,1687.771659342448,1717.7068086765007,1720.9837482635285,18.937679742707587,28.04256181020038,1209.7556417622104,1744.9396544128774,1630.6036642720185,19.1131031981422,24.993680090355788,24.77170565099992,23.046526267642065
