,Date,ADX
0,2019-02-21,46.79718492634613
1,2019-02-22,45.22878242817382
2,2019-02-25,44.358909272593266
3,2019-02-26,43.9413711150009
4,2019-02-27,42.36901439843581
5,2019-02-28,41.07165065351931
6,2019-03-01,39.59672261564926
7,2019-03-05,38.22714658048422
8,2019-03-06,36.47597558683162
9,2019-03-07,34.389970398202706
10,2019-03-08,32.898276759710576
11,2019-03-11,31.751407372246124
12,2019-03-12,30.732965132745107
13,2019-03-13,28.73662183828029
14,2019-03-14,27.0232296617752
15,2019-03-15,25.43222264073476
16,2019-03-18,23.64523991906462
17,2019-03-19,22.110582851711325
18,2019-03-20,21.406896976088593
19,2019-03-22,19.8940196990138
20,2019-03-25,18.814479446822364
21,2019-03-26,17.987051180200957
22,2019-03-27,17.846639567707957
23,2019-03-28,18.954815923282165
24,2019-04-01,20.841958773045626
25,2019-04-02,22.594305704968832
26,2019-04-03,24.53661457769693
27,2019-04-04,25.680369066489163
28,2019-04-05,26.742426806081948
29,2019-04-08,27.413734998388268
30,2019-04-09,28.81858991362189
31,2019-04-10,30.123098049195967
32,2019-04-11,30.557042253325374
33,2019-04-12,30.411349488432215
34,2019-04-15,30.527043075795405
35,2019-04-16,30.913940487388828
36,2019-04-18,30.479270558840124
37,2019-04-22,30.075648482330617
38,2019-04-23,29.70085655414322
39,2019-04-24,30.4602040338467
40,2019-04-25,31.438579143349425
41,2019-04-26,32.82763211742511
42,2019-04-30,34.50677957265676
43,2019-05-02,36.0659879239433
44,2019-05-03,35.50511097189458
45,2019-05-06,34.984296659277916
46,2019-05-07,33.79800432578964
47,2019-05-08,32.696447158979105
48,2019-05-09,30.96950150638309
49,2019-05-10,29.806096736139164
50,2019-05-13,28.72579230662695
51,2019-05-14,28.469175274734962
52,2019-05-15,28.073680296302566
53,2019-05-16,27.9444614221975
54,2019-05-17,27.824472467671367
55,2019-05-20,28.023730315427567
56,2019-05-21,28.208755459772608
57,2019-05-22,28.306075711907337
58,2019-05-23,28.54137284264093
59,2019-05-24,28.51292308296529
60,2019-05-27,27.91970637329524
61,2019-05-28,26.69427432520909
62,2019-05-29,25.19587047188494
63,2019-05-30,23.56644254070545
64,2019-05-31,21.976397632576493
65,2019-06-03,21.577446127527992
66,2019-06-04,20.743595239592064
67,2019-06-06,19.572811387236396
68,2019-06-07,18.178933455109085
69,2019-06-10,17.818259876589345
70,2019-06-11,18.274580497444774
71,2019-06-12,18.49403683786116
72,2019-06-13,18.697817725390657
73,2019-06-14,18.15365149811106
74,2019-06-17,16.9569022082273
75,2019-06-18,16.071333913731536
76,2019-06-19,15.409029219918468
77,2019-06-20,14.672485901164892
78,2019-06-21,13.868216910197274
79,2019-06-24,13.334740585453257
80,2019-06-25,13.37335823658073
81,2019-06-26,12.505673832058543
82,2019-06-27,12.49433751467096
83,2019-06-28,12.560329121405312
84,2019-07-01,13.281793780625867
85,2019-07-02,14.184851334593928
86,2019-07-03,15.014019645224996
87,2019-07-04,16.49569871232216
88,2019-07-05,18.704032202890605
89,2019-07-08,20.84272950322628
90,2019-07-09,22.900288620137967
91,2019-07-10,24.81087922869882
92,2019-07-11,26.584999079505327
93,2019-07-12,28.47387477886602
94,2019-07-15,29.24137864279576
95,2019-07-16,30.263319001286533
96,2019-07-17,30.056224564358292
97,2019-07-18,30.133631556540386
98,2019-07-19,30.560087334308925
99,2019-07-22,31.246396664681406
100,2019-07-23,31.88368390002728
101,2019-07-24,32.75523440079064
102,2019-07-25,33.21707763746447
103,2019-07-26,33.94020614436586
104,2019-07-29,33.23673115386394
105,2019-07-30,32.2367616197
106,2019-07-31,30.3105901160311
107,2019-08-01,28.157057636863836
108,2019-08-02,27.654844932018143
109,2019-08-05,27.18850456323286
110,2019-08-06,25.315393950609128
111,2019-08-07,24.14466117364707
112,2019-08-08,25.160072937739955
113,2019-08-09,26.323810524160134
114,2019-08-13,26.692739549218988
115,2019-08-14,26.405624448256837
116,2019-08-16,25.716304575024676
117,2019-08-19,25.122526019804695
118,2019-08-20,25.12035039660969
119,2019-08-21,25.11833017507147
120,2019-08-22,24.423956389426667
121,2019-08-23,24.2915716655087
122,2019-08-26,23.267367669861418
123,2019-08-27,22.514484371760435
124,2019-08-28,23.05751780684423
125,2019-08-29,23.561763139422037
126,2019-08-30,22.439611133516657
127,2019-09-03,22.005571173853347
128,2019-09-04,21.6025340684517
129,2019-09-05,21.219269581412032
130,2019-09-06,20.445879473330667
131,2019-09-09,19.13187978250638
132,2019-09-11,19.155073480724752
133,2019-09-12,19.349583096637367
134,2019-09-13,19.20289153613954
135,2019-09-16,18.553163837074603
136,2019-09-17,18.409288511180584
137,2019-09-18,18.275689994278995
138,2019-09-19,18.91166730667848
139,2019-09-20,19.140969964902727
140,2019-09-23,20.107233231935588
141,2019-09-24,21.004477694180384
142,2019-09-25,21.13818541717743
143,2019-09-26,21.69158356035277
144,2019-09-27,22.205453264729872
145,2019-09-30,20.96321819388091
146,2019-10-01,19.809714199521157
147,2019-10-03,19.145268556235347
148,2019-10-04,18.52828331604138
149,2019-10-07,18.378632133495795
150,2019-10-09,17.407620754926953
151,2019-10-10,16.50596733197017
152,2019-10-11,16.10369541490748
153,2019-10-14,16.12424626508422
154,2019-10-15,16.143329197391193
155,2019-10-16,16.485812726700537
156,2019-10-17,16.803833146773503
157,2019-10-18,17.242843429203937
158,2019-10-22,16.455997415108676
159,2019-10-23,15.324666366813542
160,2019-10-24,16.198379776224108
161,2019-10-25,16.43017638836536
162,2019-10-27,16.72070227160526
163,2019-10-29,17.189922295364504
