,Date,ADX
0,2019-02-21,30.667121397545543
1,2019-02-22,29.534547967978824
2,2019-02-25,27.970744043316902
3,2019-02-26,26.445476657607607
4,2019-02-27,24.759514479617884
5,2019-02-28,23.423439135722496
6,2019-03-01,23.021288145381956
7,2019-03-05,22.647862225780024
8,2019-03-06,21.704939581995006
9,2019-03-07,20.984006651136344
10,2019-03-08,20.314568929624727
11,2019-03-11,20.813913293834073
12,2019-03-12,22.325471870111244
13,2019-03-13,23.86065750668504
14,2019-03-14,25.02442053999592
15,2019-03-15,25.65434952254827
16,2019-03-18,25.98342451363847
17,2019-03-19,26.28899414822223
18,2019-03-20,26.609088838286674
19,2019-03-22,27.47901087657939
20,2019-03-25,27.373789614028965
21,2019-03-26,27.276084155946425
22,2019-03-27,26.34907183713696
23,2019-03-28,25.13425811503695
24,2019-04-01,25.13265274874607
25,2019-04-02,26.09667115924705
26,2019-04-03,27.2217001916707
27,2019-04-04,28.266370007492657
28,2019-04-05,29.252149800837575
29,2019-04-08,30.423942770809557
30,2019-04-09,29.9094714783281
31,2019-04-10,28.99238826647048
32,2019-04-11,28.03304386293733
33,2019-04-12,27.14222405965655
34,2019-04-15,25.74735124834523
35,2019-04-16,24.68776062279829
36,2019-04-18,23.168185631640245
37,2019-04-22,22.17154042471763
38,2019-04-23,21.24608416114663
39,2019-04-24,20.495998517134176
40,2019-04-25,20.548243383542765
41,2019-04-26,20.8832943335669
42,2019-04-30,19.94997997435821
43,2019-05-02,19.38019207663308
44,2019-05-03,19.33351863965321
45,2019-05-06,19.55261500893092
46,2019-05-07,18.987245281009336
47,2019-05-08,18.26537062526367
48,2019-05-09,17.32734765159726
49,2019-05-10,16.162928484877167
50,2019-05-13,15.155275569817036
51,2019-05-14,15.391869364619414
52,2019-05-15,15.611563602650193
53,2019-05-16,14.747387776228077
54,2019-05-17,13.944938794550398
55,2019-05-20,14.420735847575296
56,2019-05-21,14.51890069603527
57,2019-05-22,14.610053769605246
58,2019-05-23,15.733037516344146
59,2019-05-24,17.300136952796827
60,2019-05-27,18.755300715217174
61,2019-05-28,19.36820514191924
62,2019-05-29,19.36664125683917
63,2019-05-30,19.778181722381706
64,2019-05-31,20.41502284409591
65,2019-06-03,21.295971172221066
66,2019-06-04,22.1314922826355
67,2019-06-06,22.680019391850532
68,2019-06-07,23.74124503385438
69,2019-06-10,24.952622375144585
70,2019-06-11,26.265526003032075
71,2019-06-12,27.245613405776034
72,2019-06-13,28.382073241283138
73,2019-06-14,28.33823451216865
74,2019-06-17,26.746683119702546
75,2019-06-18,25.140380686645166
76,2019-06-19,23.954893819593657
77,2019-06-20,22.56788302128189
78,2019-06-21,21.279944422849535
79,2019-06-24,20.08400143859092
80,2019-06-25,18.875482562422672
81,2019-06-26,17.62520233091026
82,2019-06-27,16.729100939208497
83,2019-06-28,15.897006789771146
84,2019-07-01,15.124347936722177
85,2019-07-02,14.55840356948623
86,2019-07-03,14.373285977298702
87,2019-07-04,15.398096078008853
88,2019-07-05,17.00720207281178
89,2019-07-08,17.315738153622863
90,2019-07-09,17.537741275612365
91,2019-07-10,17.950822956484803
92,2019-07-11,18.334398803009208
93,2019-07-12,18.231215914000995
94,2019-07-15,17.17090821684771
95,2019-07-16,16.186336783776802
96,2019-07-17,15.637563819976673
97,2019-07-18,16.021311811209777
98,2019-07-19,16.69378106193731
99,2019-07-22,17.381725189935626
100,2019-07-23,16.99368144180209
101,2019-07-24,16.877827476268042
102,2019-07-25,16.948846074468502
103,2019-07-26,17.86015196083088
104,2019-07-29,18.71860625437938
105,2019-07-30,17.44878402680614
106,2019-07-31,17.013812874862076
107,2019-08-01,16.526850398012392
108,2019-08-02,16.3987821806852
109,2019-08-05,16.83737676034398
110,2019-08-06,18.17566359532261
111,2019-08-07,19.418358513517056
112,2019-08-08,20.922299597536487
113,2019-08-09,22.144764791669207
114,2019-08-13,21.189833122557896
115,2019-08-14,20.303110858383103
116,2019-08-16,19.580489116193633
117,2019-08-19,19.023545393491123
118,2019-08-20,18.223256096644207
119,2019-08-21,16.992323814820256
120,2019-08-22,15.948475997671007
121,2019-08-23,14.847153080018938
122,2019-08-26,14.2561512806341
123,2019-08-27,14.303764026743142
124,2019-08-28,13.784509869838521
125,2019-08-29,13.331095196150075
126,2019-08-30,12.581288441958495
127,2019-09-03,11.91215166524441
128,2019-09-04,11.095032695963534
129,2019-09-05,10.550472181591713
130,2019-09-06,10.66179714441346
131,2019-09-09,11.178411137962318
132,2019-09-11,12.166272796743415
133,2019-09-12,12.336845527949915
134,2019-09-13,11.629033107438653
135,2019-09-16,10.964882793230695
136,2019-09-17,11.079301046217164
137,2019-09-18,11.185546566847458
138,2019-09-19,11.284203121718445
139,2019-09-20,12.276958299148827
140,2019-09-23,13.198802392477038
141,2019-09-24,14.05480047913895
142,2019-09-25,13.769156225235974
143,2019-09-26,13.50391513232607
144,2019-09-27,14.089128839795745
145,2019-09-30,16.098230579180147
146,2019-10-01,17.96382505146566
147,2019-10-03,18.906062777349593
148,2019-10-04,18.88008236904909
149,2019-10-07,18.855957704198627
150,2019-10-09,19.894719445914017
151,2019-10-10,22.056791343893188
152,2019-10-11,24.078360490293104
153,2019-10-14,26.39174717443675
154,2019-10-15,28.539891952570134
155,2019-10-16,29.987852115862932
156,2019-10-17,31.364212834838632
157,2019-10-18,32.642262073887494
158,2019-10-22,32.11325994081415
159,2019-10-23,30.39497137176848
160,2019-10-24,29.679787437642126
161,2019-10-25,28.849596341977023
162,2019-10-27,28.078704610287996
163,2019-10-29,28.066301713041902
