Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2018-10-16,1819.0,1844.8499755859375,1785.0,1816.9000244140625,1690.1334228515625,233823,0.0,0
2018-10-17,1833.0,1869.0,1797.4000244140625,1832.449951171875,1704.598388671875,304706,0.0,0
2018-10-19,1818.8499755859375,1818.8499755859375,1705.0,1742.800048828125,1621.203369140625,483528,0.0,0
2018-10-22,1754.949951171875,1755.0,1700.0999755859375,1710.949951171875,1591.5755615234375,151700,0.0,0
2018-10-23,1710.949951171875,1725.0,1626.5,1697.0,1578.59912109375,233067,0.0,0
2018-10-24,1719.449951171875,1730.0,1631.0999755859375,1658.449951171875,1542.7384033203125,151851,0.0,0
2018-10-25,1722.0,1722.0,1582.0,1639.0,1524.6456298828125,467626,0.0,0
2018-10-26,1648.0,1677.0,1640.5,1656.449951171875,1540.8779296875,128227,0.0,0
2018-10-29,1642.0,1710.0,1642.0,1695.25,1576.970947265625,172428,0.0,0
2018-10-30,1697.5999755859375,1719.0,1651.4000244140625,1689.9000244140625,1571.9942626953125,153440,0.0,0
2018-10-31,1709.8499755859375,1774.949951171875,1707.699951171875,1766.449951171875,1655.4483642578125,226418,12.5,0
2018-11-01,1768.0,1782.300048828125,1741.0,1765.550048828125,1654.6051025390625,198201,0.0,0
2018-11-02,1778.8499755859375,1778.8499755859375,1691.0,1702.8499755859375,1595.844970703125,281571,0.0,0
2018-11-05,1706.0,1716.0999755859375,1664.199951171875,1684.5,1578.6480712890625,99253,0.0,0
2018-11-06,1687.0,1708.699951171875,1664.050048828125,1688.25,1582.162353515625,56128,0.0,0
2018-11-07,1714.0,1729.0,1711.050048828125,1724.800048828125,1616.4156494140625,35688,0.0,0
2018-11-09,1730.0,1739.0,1705.0,1719.5,1611.4486083984375,100227,0.0,0
2018-11-12,1728.5,1735.0,1699.0,1709.8499755859375,1602.4051513671875,93834,0.0,0
2018-11-13,1709.8499755859375,1728.8499755859375,1687.699951171875,1703.25,1596.219970703125,89727,0.0,0
2018-11-14,1709.75,1724.0,1663.0,1667.449951171875,1562.66943359375,84999,0.0,0
2018-11-15,1679.800048828125,1679.800048828125,1610.0999755859375,1634.199951171875,1531.5087890625,224938,0.0,0
2018-11-16,1625.0,1660.0,1591.0,1637.4000244140625,1534.5078125,236378,0.0,0
2018-11-19,1636.0,1660.0,1630.550048828125,1640.25,1537.1785888671875,56511,0.0,0
2018-11-20,1640.199951171875,1640.199951171875,1565.0,1585.8499755859375,1486.1971435546875,283051,0.0,0
2018-11-21,1579.9000244140625,1579.9000244140625,1490.0,1522.550048828125,1426.8746337890625,566036,0.0,0
2018-11-22,1533.0,1566.800048828125,1517.6500244140625,1542.199951171875,1445.2901611328125,253584,0.0,0
2018-11-26,1540.0,1582.0,1512.5,1572.199951171875,1473.4049072265625,145332,0.0,0
2018-11-27,1562.0,1598.800048828125,1555.0,1588.0,1488.212158203125,209113,0.0,0
2018-11-28,1595.0,1648.0,1595.0,1632.0,1529.4471435546875,165613,0.0,0
2018-11-29,1640.0,1646.949951171875,1582.0,1590.3499755859375,1490.4141845703125,108686,0.0,0
2018-11-30,1602.9000244140625,1602.9000244140625,1551.0,1569.75,1471.1087646484375,357328,0.0,0
2018-12-03,1578.0,1589.9000244140625,1556.199951171875,1573.300048828125,1474.4356689453125,164966,0.0,0
2018-12-04,1573.199951171875,1583.0,1560.5999755859375,1575.5,1476.497314453125,367804,0.0,0
2018-12-05,1575.0,1575.0,1540.0,1546.0,1448.8511962890625,187796,0.0,0
2018-12-06,1544.0,1545.5,1491.699951171875,1510.3499755859375,1415.44140625,302717,0.0,0
2018-12-07,1509.0,1537.0,1451.3499755859375,1495.300048828125,1401.3372802734375,643462,0.0,0
2018-12-10,1476.5,1485.0,1436.699951171875,1476.25,1383.4842529296875,497054,0.0,0
2018-12-11,1460.0,1540.0,1450.300048828125,1526.550048828125,1430.6236572265625,337682,0.0,0
2018-12-12,1532.050048828125,1632.0,1532.050048828125,1623.5999755859375,1521.5748291015625,253167,0.0,0
2018-12-13,1640.0,1760.0,1626.050048828125,1748.5,1638.6263427734375,515145,0.0,0
2018-12-14,1759.0,1819.949951171875,1707.1500244140625,1809.9000244140625,1696.1680908203125,399879,0.0,0
2018-12-17,1818.800048828125,1826.6500244140625,1727.050048828125,1740.4000244140625,1631.0355224609375,264311,0.0,0
2018-12-18,1734.0,1738.0,1691.0,1697.949951171875,1591.2530517578125,155324,0.0,0
2018-12-19,1690.0,1715.0,1677.0999755859375,1690.699951171875,1584.45849609375,114591,0.0,0
2018-12-20,1691.199951171875,1724.800048828125,1686.0999755859375,1710.25,1602.77978515625,363327,0.0,0
2018-12-21,1705.25,1719.75,1675.0,1675.550048828125,1570.2606201171875,102878,0.0,0
2018-12-24,1682.25,1707.3499755859375,1670.550048828125,1695.0,1588.48828125,142308,0.0,0
2018-12-26,1702.0,1705.0,1672.550048828125,1677.800048828125,1572.3692626953125,54284,0.0,0
2018-12-27,1686.050048828125,1707.0,1666.5,1678.9000244140625,1573.4000244140625,50775,0.0,0
2018-12-28,1687.300048828125,1740.0,1685.550048828125,1731.0,1622.22607421875,179804,0.0,0
2018-12-31,1743.949951171875,1749.0,1713.9000244140625,1731.199951171875,1622.413330078125,79325,0.0,0
2019-01-01,1731.199951171875,1733.800048828125,1705.0999755859375,1713.449951171875,1605.77880859375,36404,0.0,0
2019-01-02,1722.9000244140625,1753.9000244140625,1705.0,1733.550048828125,1624.615966796875,131933,0.0,0
2019-01-03,1733.550048828125,1760.0,1731.0,1738.1500244140625,1628.9266357421875,188170,0.0,0
2019-01-04,1744.0,1754.0,1674.949951171875,1693.199951171875,1586.80126953125,180512,0.0,0
2019-01-07,1708.9000244140625,1718.949951171875,1699.3499755859375,1709.699951171875,1602.2645263671875,102330,0.0,0
2019-01-08,1713.0,1716.0,1684.0,1688.199951171875,1582.1156005859375,110580,0.0,0
2019-01-09,1696.0999755859375,1774.0,1690.0,1755.6500244140625,1645.326904296875,250572,0.0,0
