Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2018-10-16,500.0,506.25,494.5249938964844,501.70001220703125,439.262451171875,3003220,0.0,0.0
2018-10-17,503.5,518.0,503.5,512.125,448.39013671875,3253970,0.0,0.0
2018-10-19,508.0,509.70001220703125,476.6499938964844,479.25,419.6064453125,6869592,0.0,0.0
2018-10-22,482.0,493.95001220703125,478.57501220703125,490.0249938964844,429.0404052734375,3774108,0.0,0.0
2018-10-23,485.0,491.79998779296875,473.79998779296875,475.7749938964844,416.5638427734375,2948962,0.0,0.0
2018-10-24,487.5,495.2749938964844,472.8999938964844,490.3500061035156,429.3249816894531,8442982,0.0,0.0
2018-10-25,489.3999938964844,505.7250061035156,484.0,502.42498779296875,439.897216796875,6176258,0.0,0.0
2018-10-26,499.9750061035156,499.9750061035156,481.0,483.29998779296875,423.15240478515625,3615756,0.0,0.0
2018-10-29,482.6000061035156,495.9750061035156,476.875,492.82501220703125,431.491943359375,2786080,0.0,0.0
2018-10-30,493.6499938964844,508.4750061035156,488.3500061035156,502.42498779296875,440.7916259765625,6121068,1.0,0.0
2018-10-31,502.6499938964844,532.8499755859375,501.0,527.7999877929688,463.0538024902344,6582228,0.0,0.0
2018-11-01,527.5,528.7249755859375,501.75,504.45001220703125,442.5682067871094,3946070,0.0,0.0
2018-11-02,508.0,514.75,497.57501220703125,502.29998779296875,440.6819152832031,5575206,0.0,0.0
2018-11-05,502.75,512.0750122070312,501.8999938964844,510.375,447.7663879394531,1938928,0.0,0.0
2018-11-06,511.375,521.0,506.79998779296875,514.4500122070312,451.34149169921875,2921884,0.0,0.0
2018-11-07,514.5,517.4249877929688,513.375,515.7750244140625,452.5040283203125,139254,0.0,0.0
2018-11-09,521.5,523.5,506.75,513.9500122070312,450.90283203125,7343566,0.0,0.0
2018-11-12,516.2249755859375,529.5,516.0250244140625,518.4000244140625,454.8069763183594,4782454,0.0,0.0
2018-11-13,519.9249877929688,527.4249877929688,514.6749877929688,516.5999755859375,453.227783203125,2737474,0.0,0.0
2018-11-14,515.5,515.7000122070312,481.5,498.54998779296875,437.3919982910156,3033632,0.0,0.0
2018-11-15,499.95001220703125,514.5,490.8999938964844,494.375,433.7291259765625,3582306,0.0,0.0
2018-11-16,498.5,518.9000244140625,496.875,511.1000061035156,448.4024658203125,6698234,0.0,0.0
2018-11-19,511.1000061035156,521.4000244140625,507.125,520.0499877929688,456.2545471191406,4180070,0.0,0.0
2018-11-20,517.5,517.5,501.6499938964844,504.4750061035156,442.59014892578125,2628564,0.0,0.0
2018-11-21,501.5249938964844,507.0,489.7749938964844,492.57501220703125,432.14996337890625,2503064,0.0,0.0
2018-11-22,494.0,501.0,487.70001220703125,489.5249938964844,429.4740905761719,3129880,0.0,0.0
2018-11-26,492.25,502.95001220703125,481.5,500.25,438.8834228515625,4758562,0.0,0.0
2018-11-27,499.3500061035156,514.5,496.5,511.57501220703125,448.8191833496094,4103018,0.0,0.0
2018-11-28,511.6000061035156,523.875,506.17498779296875,521.5499877929688,457.5705261230469,2460574,0.0,0.0
2018-11-29,521.6500244140625,522.6749877929688,504.25,506.7250061035156,444.5641784667969,3260512,0.0,0.0
2018-11-30,509.0,513.1500244140625,502.125,507.5,445.24407958984375,4219388,0.0,0.0
2018-12-03,510.54998779296875,512.8499755859375,502.3500061035156,509.1000061035156,446.6477966308594,2908898,0.0,0.0
2018-12-04,509.04998779296875,521.5,508.5249938964844,518.125,454.5657043457031,2836286,0.0,0.0
2018-12-05,518.2249755859375,529.0,511.0,525.5250244140625,461.05792236328125,3873412,0.0,0.0
2018-12-06,524.6749877929688,532.75,504.5,506.25,444.1474304199219,4051262,0.0,0.0
2018-12-07,500.0,500.0,467.2250061035156,480.9750061035156,421.97296142578125,21093670,0.0,0.0
2018-12-10,479.9750061035156,485.3500061035156,468.54998779296875,471.0,413.22161865234375,6182964,0.0,0.0
2018-12-11,470.5,482.57501220703125,465.3500061035156,478.42498779296875,419.7357177734375,5605848,0.0,0.0
2018-12-12,482.5,487.0,471.6499938964844,485.625,426.0524597167969,3653708,0.0,0.0
2018-12-13,485.0249938964844,491.2749938964844,481.7250061035156,489.0249938964844,429.035400390625,2756644,0.0,0.0
