,ADX
2024-01-16,20.3686
2024-01-15,22.4988
2024-01-12,24.1681
2024-01-11,24.7608
2024-01-10,25.2448
2024-01-09,24.8839
2024-01-08,25.0475
2024-01-05,24.7031
2024-01-04,25.8120
2024-01-03,28.4934
2024-01-02,30.6567
2024-01-01,34.0153
2023-12-29,34.3051
2023-12-28,34.6749
2023-12-27,33.5408
2023-12-26,33.1748
2023-12-22,33.3561
2023-12-21,34.8369
2023-12-20,38.4527
2023-12-19,41.0493
2023-12-18,41.1942
2023-12-15,40.6014
2023-12-14,39.6102
2023-12-13,38.6803
2023-12-12,39.3797
2023-12-11,39.2956
2023-12-08,35.7609
2023-12-07,32.5085
2023-12-06,29.2073
2023-12-05,25.5393
2023-12-04,21.5530
2023-12-01,17.6346
2023-11-30,17.8783
2023-11-29,18.1490
2023-11-28,19.4976
2023-11-24,20.6469
2023-11-23,21.9239
2023-11-22,23.6017
2023-11-21,25.6546
2023-11-20,25.6652
2023-11-17,25.7084
2023-11-16,24.1081
2023-11-15,21.4040
2023-11-13,19.1378
2023-11-10,18.5856
2023-11-09,18.3032
2023-11-08,17.0320
2023-11-07,15.6195
2023-11-06,14.6072
2023-11-03,14.2352
2023-11-02,13.9889
2023-11-01,13.3557
2023-10-31,14.3016
2023-10-30,15.3526
2023-10-27,14.7248
2023-10-26,13.2384
2023-10-25,11.7166
2023-10-23,12.9644
2023-10-20,14.3508
2023-10-19,14.8522
2023-10-18,15.1103
2023-10-17,16.5604
2023-10-16,18.1189
2023-10-13,19.7544
2023-10-12,21.7103
2023-10-11,23.0261
2023-10-10,24.4881
2023-10-09,27.1043
2023-10-06,26.4949
2023-10-05,27.5457
2023-10-04,28.2528
2023-10-03,26.1915
2023-09-29,24.3391
2023-09-28,23.5263
2023-09-27,22.6232
2023-09-26,23.5006
2023-09-25,24.9773
2023-09-22,26.8433
2023-09-21,26.3502
2023-09-20,25.8411
2023-09-18,27.3474
2023-09-15,29.3897
2023-09-14,29.0195
2023-09-13,27.7925
2023-09-12,26.4293
2023-09-11,26.0970
2023-09-08,26.7606
2023-09-07,28.1737
2023-09-06,31.0924
2023-09-05,31.9151
2023-09-04,33.0969
2023-09-01,34.4102
2023-08-31,34.1730
2023-08-30,33.9255
2023-08-29,34.7555
2023-08-28,36.7990
2023-08-25,38.9207
2023-08-24,40.3752
2023-08-23,42.7653
2023-08-22,42.7963
2023-08-21,41.1548
2023-08-18,39.3309
2023-08-17,36.6060
2023-08-16,34.1901
2023-08-14,32.2248
2023-08-11,30.3722
2023-08-10,28.0800
2023-08-09,26.2533
2023-08-08,25.4794
2023-08-07,24.9564
2023-08-04,24.6333
2023-08-03,24.2743
2023-08-02,22.6947
2023-08-01,21.5726
2023-07-31,21.8524
2023-07-28,22.4494
2023-07-27,23.8680
2023-07-26,25.5995
2023-07-25,28.0105
2023-07-24,30.6893
2023-07-21,32.6210
2023-07-20,28.3929
2023-07-19,24.4144
2023-07-18,22.4059
2023-07-17,20.7201
2023-07-14,19.5359
2023-07-13,19.4777
2023-07-12,18.3841
2023-07-11,18.2823
2023-07-10,18.1691
2023-07-07,19.9891
2023-07-06,21.5962
2023-07-05,22.0085
2023-07-04,24.0448
2023-07-03,26.3138
2023-06-30,28.4403
