,ADX
2024-01-16,27.4156
2024-01-15,28.5574
2024-01-12,30.1132
2024-01-11,32.0713
2024-01-10,35.4918
2024-01-09,38.9411
2024-01-08,43.0329
2024-01-05,45.9170
2024-01-04,47.7411
2024-01-03,50.6984
2024-01-02,53.9844
2024-01-01,54.4778
2023-12-29,54.5010
2023-12-28,53.8974
2023-12-27,52.1569
2023-12-26,50.7670
2023-12-22,50.1257
2023-12-21,49.4132
2023-12-20,48.6215
2023-12-19,48.7822
2023-12-18,49.5744
2023-12-15,49.4389
2023-12-14,49.2883
2023-12-13,49.4873
2023-12-12,50.8758
2023-12-11,50.1298
2023-12-08,46.7261
2023-12-07,43.1268
2023-12-06,39.6209
2023-12-05,35.5630
2023-12-04,31.0632
2023-12-01,26.6677
2023-11-30,23.8514
2023-11-29,20.7221
2023-11-28,17.7336
2023-11-24,16.5383
2023-11-23,15.6578
2023-11-22,15.9185
2023-11-21,16.7686
2023-11-20,16.4265
2023-11-17,17.1672
2023-11-16,18.7214
2023-11-15,17.8715
2023-11-13,17.9576
2023-11-10,19.5072
2023-11-09,21.2288
2023-11-08,22.4758
2023-11-07,23.8612
2023-11-06,25.4006
2023-11-03,27.8354
2023-11-02,29.6022
2023-11-01,31.4840
2023-10-31,31.8612
2023-10-30,33.1367
2023-10-27,33.1033
2023-10-26,31.3188
2023-10-25,29.3360
2023-10-23,29.0973
2023-10-20,29.5806
2023-10-19,29.8420
2023-10-18,30.2149
2023-10-17,31.7799
2023-10-16,35.0909
2023-10-13,36.0785
2023-10-12,37.8916
2023-10-11,40.0530
2023-10-10,41.2054
2023-10-09,40.5463
2023-10-06,39.8141
2023-10-05,40.0346
2023-10-04,40.4754
2023-10-03,38.6759
2023-09-29,37.4817
2023-09-28,37.1238
2023-09-27,36.7262
2023-09-26,35.6056
2023-09-25,34.8588
2023-09-22,34.0436
2023-09-21,33.1378
2023-09-20,32.7368
2023-09-18,33.3989
2023-09-15,34.3695
2023-09-14,32.2623
2023-09-13,31.2612
2023-09-12,30.1488
2023-09-11,29.6341
2023-09-08,29.5632
2023-09-07,29.7964
2023-09-06,31.8742
2023-09-05,34.8886
2023-09-04,36.6380
2023-09-01,39.0181
2023-08-31,39.8608
2023-08-30,41.0705
2023-08-29,43.4662
2023-08-28,44.3832
2023-08-25,43.5033
2023-08-24,41.3983
2023-08-23,40.0726
2023-08-22,37.7875
2023-08-21,35.6179
2023-08-18,33.5976
2023-08-17,30.7645
2023-08-16,28.0522
2023-08-14,24.9960
2023-08-11,22.5599
2023-08-10,20.9220
2023-08-09,20.3255
2023-08-08,19.6021
2023-08-07,19.7665
2023-08-04,20.4420
2023-08-03,20.3343
2023-08-02,19.5050
2023-08-01,19.3448
2023-07-31,20.6164
2023-07-28,20.8563
2023-07-27,21.2659
2023-07-26,22.9676
2023-07-25,22.3395
2023-07-24,21.7011
2023-07-21,22.1533
2023-07-20,22.4023
2023-07-19,21.6791
2023-07-18,21.0281
2023-07-17,20.3048
2023-07-14,20.9137
2023-07-13,22.3952
2023-07-12,24.3886
2023-07-11,26.6034
2023-07-10,28.5191
2023-07-07,30.2630
2023-07-06,31.7100
2023-07-05,33.3179
2023-07-04,34.0064
2023-07-03,30.2266
2023-06-30,26.0268
2023-06-29,22.7653
2023-06-28,22.0039
2023-06-27,20.7000
2023-06-26,19.8471
2023-06-23,20.8420
2023-06-22,21.3079
2023-06-21,21.2603
2023-06-20,23.1657
2023-06-19,22.3489
2023-06-16,22.1916
2023-06-15,21.0075
2023-06-14,19.1074
2023-06-13,18.9668
2023-06-12,18.1499
2023-06-09,18.2500
2023-06-08,19.3657
2023-06-07,20.6053
2023-06-06,19.7425
2023-06-05,18.2510
2023-06-02,17.4984
2023-06-01,16.4263
2023-05-31,15.2350
2023-05-30,14.2679
2023-05-29,15.2989
2023-05-26,16.3247
2023-05-25,14.5599
2023-05-24,12.5990
2023-05-23,11.7201
2023-05-22,12.7777
2023-05-19,13.9529
2023-05-18,14.9309
2023-05-17,16.3567
2023-05-16,18.0296
2023-05-15,18.3012
2023-05-12,19.6080
2023-05-11,21.7151
2023-05-10,23.6578
2023-05-09,25.5519
2023-05-08,28.1117
2023-05-05,30.4834
2023-05-04,33.1187
2023-05-03,30.8646
2023-05-02,30.8590
2023-04-28,30.5236
2023-04-27,30.8026
2023-04-26,31.6030
2023-04-25,33.5507
2023-04-24,34.8559
2023-04-21,34.2613
2023-04-20,34.7419
2023-04-19,34.6411
2023-04-18,35.1099
2023-04-17,35.6309
2023-04-13,36.2097
2023-04-12,33.4559
2023-04-11,30.7677
2023-04-10,28.7251
2023-04-06,26.0466
2023-04-05,23.1524
2023-04-03,20.5327
2023-03-31,20.3774
2023-03-29,20.4436
2023-03-28,21.5453
2023-03-27,22.8072
2023-03-24,23.8141
2023-03-23,24.1597
2023-03-22,24.9788
2023-03-21,26.4511
2023-03-20,27.7126
2023-03-17,27.5189
