,ADX
2024-01-16,23.7415
2024-01-15,24.6592
2024-01-12,26.0510
2024-01-11,27.9961
2024-01-10,30.1396
2024-01-09,31.3882
2024-01-08,33.9590
2024-01-05,36.8154
2024-01-04,38.0982
2024-01-03,38.3583
2024-01-02,40.1903
2024-01-01,41.3087
2023-12-29,41.0603
2023-12-28,41.6978
2023-12-27,40.8913
2023-12-26,40.5608
2023-12-22,42.7112
2023-12-21,45.1231
2023-12-20,48.1203
2023-12-19,49.8900
2023-12-18,48.4612
2023-12-15,45.6599
2023-12-14,42.7277
2023-12-13,39.7640
2023-12-12,36.7443
2023-12-11,34.4974
2023-12-08,32.0009
2023-12-07,29.5966
2023-12-06,27.4976
2023-12-05,25.5791
2023-12-04,22.5944
2023-12-01,20.4300
2023-11-30,20.4891
2023-11-29,21.6686
2023-11-28,23.3526
2023-11-24,24.9404
2023-11-23,24.2289
2023-11-22,24.0647
2023-11-21,23.8823
2023-11-20,24.5945
2023-11-17,26.0660
2023-11-16,27.1247
2023-11-15,29.8661
2023-11-13,32.5078
2023-11-10,34.1928
2023-11-09,34.7970
2023-11-08,34.8310
2023-11-07,34.6773
2023-11-06,34.5064
2023-11-03,35.5224
2023-11-02,39.0733
2023-11-01,40.9462
2023-10-31,41.3433
2023-10-30,41.9801
2023-10-27,42.6876
2023-10-26,41.9646
2023-10-25,38.6109
2023-10-23,35.7994
2023-10-20,32.6755
2023-10-19,30.9978
2023-10-18,29.1337
2023-10-17,27.6784
2023-10-16,27.0937
2023-10-13,25.2487
2023-10-12,23.1988
2023-10-11,23.3234
2023-10-10,23.4618
2023-10-09,25.2490
2023-10-06,27.2347
2023-10-05,28.0172
2023-10-04,29.7144
2023-10-03,31.0324
2023-09-29,31.6811
2023-09-28,33.8537
2023-09-27,36.2676
2023-09-26,37.7456
2023-09-25,38.6633
2023-09-22,38.8230
2023-09-21,39.4294
2023-09-20,40.2524
2023-09-18,36.6369
2023-09-15,32.6198
2023-09-14,29.2492
2023-09-13,25.5041
2023-09-12,22.1467
2023-09-11,19.9674
2023-09-08,17.0634
2023-09-07,15.6315
2023-09-06,15.9787
2023-09-05,16.3645
2023-09-04,16.4503
2023-09-01,18.1058
2023-08-31,16.9629
2023-08-30,15.7472
2023-08-29,17.3110
2023-08-28,18.6474
2023-08-25,19.5335
2023-08-24,20.5180
2023-08-23,22.5739
2023-08-22,25.0395
2023-08-21,25.6300
2023-08-18,26.3151
2023-08-17,27.0763
2023-08-16,26.4874
2023-08-14,24.1527
2023-08-11,22.1329
2023-08-10,21.6036
2023-08-09,21.0155
2023-08-08,21.1752
2023-08-07,21.3526
2023-08-04,19.8322
2023-08-03,18.8751
2023-08-02,18.4515
2023-08-01,18.6750
2023-07-31,18.0598
2023-07-28,16.7167
2023-07-27,16.2582
2023-07-26,15.7489
2023-07-25,17.2414
2023-07-24,18.8996
2023-07-21,20.2789
2023-07-20,21.8114
2023-07-19,22.0231
2023-07-18,23.2051
2023-07-17,24.4266
2023-07-14,26.1208
2023-07-13,28.8171
2023-07-12,31.6744
2023-07-11,29.7370
2023-07-10,27.5844
2023-07-07,25.1926
2023-07-06,22.6128
2023-07-05,20.8444
2023-07-04,18.8795
2023-07-03,17.0131
2023-06-30,16.2581
2023-06-29,17.0890
2023-06-28,16.8434
2023-06-27,17.9803
2023-06-26,19.7648
2023-06-23,21.7476
2023-06-22,22.8327
2023-06-21,22.8642
2023-06-20,20.6537
2023-06-19,18.8194
2023-06-16,17.5683
2023-06-15,18.6837
2023-06-14,19.5591
2023-06-13,19.5043
2023-06-12,19.1026
2023-06-09,19.4819
2023-06-08,19.9033
2023-06-07,18.3457
2023-06-06,17.0860
2023-06-05,17.0590
2023-06-02,15.9649
2023-06-01,15.1051
2023-05-31,14.1498
2023-05-30,14.0052
2023-05-29,14.4024
2023-05-26,14.5973
2023-05-25,15.0976
2023-05-24,16.6522
2023-05-23,17.1060
2023-05-22,17.7743
2023-05-19,19.6931
2023-05-18,21.8252
2023-05-17,23.2655
2023-05-16,22.7691
2023-05-15,22.7743
