,ADX
2024-01-16,37.3470
2024-01-15,38.7299
2024-01-12,40.6731
2024-01-11,43.9316
2024-01-10,47.5521
2024-01-09,51.4146
2024-01-08,55.9100
2024-01-05,58.0321
2024-01-04,58.0522
2024-01-03,58.1717
2024-01-02,58.9093
2024-01-01,59.7289
2023-12-29,59.3489
2023-12-28,57.4258
2023-12-27,55.2890
2023-12-26,53.8061
2023-12-22,52.4570
2023-12-21,51.7666
2023-12-20,51.5929
2023-12-19,50.6935
2023-12-18,49.8176
2023-12-15,49.6684
2023-12-14,48.2635
2023-12-13,46.3190
2023-12-12,44.3756
2023-12-11,43.8146
2023-12-08,44.8604
2023-12-07,45.6310
2023-12-06,45.0578
2023-12-05,42.5565
2023-12-04,40.2530
2023-12-01,38.0967
2023-11-30,36.3275
2023-11-29,37.3689
2023-11-28,36.3501
2023-11-24,36.5135
2023-11-23,34.4029
2023-11-22,32.6269
2023-11-21,30.9274
2023-11-20,29.0390
2023-11-17,26.9431
2023-11-16,25.4055
2023-11-15,25.1492
2023-11-13,25.1383
2023-11-10,26.1038
2023-11-09,26.5674
2023-11-08,24.9285
2023-11-07,23.1076
2023-11-06,21.3783
2023-11-03,20.3076
2023-11-02,19.9611
2023-11-01,19.0941
2023-10-31,19.2655
2023-10-30,19.4560
2023-10-27,21.2961
2023-10-26,23.1732
2023-10-25,24.5416
2023-10-23,23.9611
2023-10-20,22.4791
2023-10-19,19.6348
2023-10-18,17.4891
2023-10-17,17.1148
2023-10-16,16.3201
2023-10-13,15.4370
2023-10-12,15.0048
2023-10-11,13.1519
2023-10-10,11.1507
2023-10-09,11.3400
2023-10-06,11.3554
2023-10-05,12.4082
2023-10-04,13.6794
2023-10-03,14.7567
2023-09-29,15.9537
2023-09-28,17.4776
2023-09-27,19.1708
2023-09-26,16.6651
2023-09-25,14.3387
2023-09-22,15.6934
2023-09-21,17.2505
2023-09-20,18.8562
2023-09-18,20.2900
2023-09-15,22.3497
2023-09-14,24.0963
2023-09-13,24.1062
2023-09-12,25.5856
2023-09-11,27.7797
2023-09-08,28.0570
2023-09-07,28.0078
2023-09-06,28.3012
2023-09-05,28.6937
2023-09-04,31.2666
2023-09-01,32.8696
2023-08-31,33.3445
2023-08-30,35.0972
2023-08-29,37.2224
2023-08-28,38.6063
2023-08-25,40.1440
2023-08-24,43.8105
2023-08-23,46.9861
2023-08-22,50.5146
2023-08-21,54.4350
2023-08-18,56.6425
2023-08-17,58.5872
2023-08-16,59.2544
2023-08-14,60.7417
2023-08-11,62.9117
2023-08-10,64.4898
2023-08-09,66.5947
2023-08-08,68.5835
2023-08-07,70.9723
2023-08-04,71.1870
2023-08-03,71.4256
2023-08-02,72.4528
2023-08-01,72.8914
2023-07-31,71.6273
2023-07-28,69.6418
2023-07-27,67.4358
2023-07-26,65.1735
2023-07-25,64.0280
2023-07-24,62.8734
2023-07-21,61.6660
2023-07-20,61.8488
2023-07-19,62.0519
2023-07-18,61.3951
2023-07-17,59.6194
2023-07-14,57.6731
2023-07-13,55.7918
2023-07-12,54.2377
2023-07-11,52.6352
2023-07-10,50.9479
2023-07-07,49.5652
2023-07-06,47.1061
2023-07-05,43.4901
2023-07-04,39.5776
2023-07-03,37.0085
2023-06-30,35.1828
2023-06-28,32.8813
2023-06-27,29.9948
2023-06-26,27.1689
2023-06-23,25.1870
2023-06-22,24.9854
2023-06-21,24.6037
2023-06-20,22.1253
2023-06-19,21.3151
2023-06-16,19.8417
2023-06-15,19.3654
2023-06-14,19.1692
2023-06-13,18.9875
2023-06-12,18.7856
2023-06-09,19.0251
2023-06-08,19.2912
2023-06-07,21.2635
2023-06-06,22.1518
2023-06-05,23.8865
2023-06-02,25.3657
2023-06-01,27.4947
2023-05-31,29.8603
2023-05-30,32.4887
2023-05-29,34.4693
2023-05-26,36.1042
2023-05-25,38.8984
2023-05-24,42.5117
2023-05-23,45.3029
2023-05-22,48.0366
2023-05-19,49.7395
2023-05-18,50.7123
2023-05-17,50.6662
2023-05-16,49.5545
2023-05-15,46.0825
2023-05-12,42.2247
2023-05-11,39.4890
2023-05-10,37.1048
2023-05-09,35.6599
2023-05-08,35.3395
2023-05-05,35.6389
2023-05-04,35.9715
2023-05-03,37.7011
2023-05-02,38.8484
2023-04-28,40.1232
2023-04-27,41.5397
2023-04-26,44.1656
2023-04-25,47.5402
2023-04-24,47.0808
2023-04-21,46.8516
2023-04-20,49.2014
2023-04-19,52.6178
2023-04-18,55.2305
2023-04-17,52.5926
2023-04-13,49.7815
2023-04-12,46.9912
2023-04-11,43.8909
2023-04-10,41.5114
2023-04-06,38.5714
2023-04-05,35.5143
2023-04-03,32.1176
2023-03-31,29.4527
2023-03-29,28.3909
2023-03-28,27.2111
2023-03-27,26.2899
2023-03-24,25.2663
2023-03-23,22.5825
2023-03-22,20.3017
2023-03-21,19.7574
2023-03-20,19.9329
2023-03-17,20.1278
2023-03-16,22.0690
2023-03-15,23.4243
2023-03-14,25.7035
2023-03-13,26.3393
2023-03-10,27.0458
2023-03-09,29.0042
2023-03-08,29.1487
2023-03-06,28.4515
2023-03-03,26.5821
2023-03-02,25.2363
2023-03-01,24.4575
2023-02-28,25.4928
2023-02-27,27.5506
2023-02-24,27.9162
2023-02-23,29.8680
2023-02-22,32.0367
2023-02-21,31.6634
2023-02-20,31.9937
2023-02-17,32.4293
2023-02-16,31.5948
2023-02-15,31.1845
2023-02-14,29.9651
2023-02-13,28.9119
2023-02-10,29.3421
2023-02-09,31.3373
2023-02-08,33.5542
2023-02-07,35.2387
2023-02-06,37.1103
2023-02-03,37.9767
2023-02-02,39.3928
2023-02-01,40.9663
2023-01-31,41.7417
2023-01-30,39.7591
2023-01-27,37.5562
2023-01-25,35.3095
2023-01-24,33.3913
2023-01-23,31.7844
2023-01-20,32.1281
2023-01-19,33.7836
2023-01-18,35.6231
2023-01-17,36.5691
2023-01-16,37.6202
2023-01-13,37.4703
2023-01-12,36.2214
2023-01-11,34.4697
2023-01-10,32.7725
2023-01-09,31.6860
2023-01-06,32.2504
2023-01-05,32.2013
2023-01-04,32.1860
2023-01-03,30.5780
2023-01-02,28.8420
2022-12-30,27.0435
2022-12-29,26.1496
2022-12-28,25.6690
2022-12-27,26.3381
2022-12-26,27.7007
2022-12-23,27.4929
2022-12-22,27.7045
2022-12-21,28.7459
2022-12-20,29.9029
2022-12-19,32.0913
2022-12-16,34.5227
2022-12-15,35.5995
2022-12-14,37.5091
2022-12-13,40.4217
2022-12-12,40.1300
2022-12-09,37.9722
2022-12-08,35.9357
2022-12-07,33.8118
2022-12-06,33.1297
2022-12-05,33.8457
2022-12-02,32.4939
2022-12-01,29.9916
2022-11-30,26.4561
