,ADX
2024-01-16,31.4722
2024-01-15,33.4502
2024-01-12,35.6480
2024-01-11,34.5961
2024-01-10,33.5935
2024-01-09,35.3298
2024-01-08,36.3075
2024-01-05,37.3939
2024-01-04,41.2900
2024-01-03,45.0362
2024-01-02,49.1985
2024-01-01,53.8234
2023-12-29,54.3504
2023-12-28,55.5023
2023-12-27,57.0076
2023-12-26,58.6802
2023-12-22,61.0450
2023-12-21,64.4852
2023-12-20,68.9617
2023-12-19,72.3693
2023-12-18,75.0446
2023-12-15,74.7419
2023-12-14,73.6301
2023-12-13,72.3047
2023-12-12,71.0519
2023-12-11,70.4786
2023-12-08,70.0350
2023-12-07,69.6638
2023-12-06,68.8719
2023-12-05,68.3901
2023-12-04,65.8863
2023-12-01,63.1042
2023-11-30,60.2279
2023-11-29,57.1811
2023-11-28,53.9430
2023-11-24,50.7430
2023-11-23,47.3061
2023-11-22,43.8936
2023-11-21,40.7285
2023-11-20,37.3442
2023-11-17,33.5838
2023-11-16,29.8752
2023-11-15,27.6304
2023-11-13,25.6621
2023-11-10,24.3075
2023-11-09,23.4221
2023-11-08,21.7559
2023-11-07,20.4185
2023-11-06,20.3489
2023-11-03,20.6243
2023-11-02,21.9300
2023-11-01,23.0860
2023-10-31,24.3842
2023-10-30,26.0360
2023-10-27,27.9302
2023-10-26,30.2964
2023-10-25,32.6536
2023-10-23,34.9310
2023-10-20,36.0770
2023-10-19,36.0481
2023-10-18,36.0161
2023-10-17,36.3535
2023-10-16,34.3065
2023-10-13,32.0320
2023-10-12,29.9654
2023-10-11,27.8996
2023-10-10,27.0123
2023-10-09,26.7891
2023-10-06,28.3277
2023-10-05,31.4494
2023-10-04,34.9179
2023-10-03,38.3477
2023-09-29,39.2984
2023-09-28,40.7050
2023-09-27,40.5614
2023-09-26,39.7974
2023-09-25,38.9889
2023-09-22,39.1339
2023-09-21,40.6793
2023-09-20,41.4571
2023-09-18,40.3496
2023-09-15,39.1612
2023-09-14,38.8784
2023-09-13,40.3423
2023-09-12,42.4731
2023-09-11,41.9751
2023-09-08,39.2581
2023-09-07,36.4115
2023-09-06,33.3917
2023-09-05,30.0994
2023-09-04,27.1020
2023-09-01,23.7716
2023-08-31,20.4297
2023-08-30,17.5852
2023-08-29,15.1016
2023-08-28,14.2243
2023-08-25,14.9318
2023-08-24,15.7178
2023-08-23,14.2314
2023-08-22,14.4000
2023-08-21,15.8254
2023-08-18,17.4092
2023-08-17,17.2828
2023-08-16,16.5205
2023-08-14,15.6735
2023-08-11,14.7324
2023-08-10,15.8860
2023-08-09,16.3909
2023-08-08,16.0433
2023-08-07,15.2345
2023-08-04,15.5129
2023-08-03,17.0270
2023-08-02,17.7215
2023-08-01,17.5271
2023-07-31,18.9962
2023-07-28,20.6285
2023-07-27,21.8263
2023-07-26,23.2130
2023-07-25,24.9330
2023-07-24,27.2657
2023-07-21,28.0457
2023-07-20,28.6605
2023-07-19,29.3436
2023-07-18,30.1025
2023-07-17,29.0139
2023-07-14,28.1881
2023-07-13,28.0945
2023-07-12,28.3418
2023-07-11,27.7297
2023-07-10,27.0495
2023-07-07,27.9509
2023-07-06,28.3560
2023-07-05,30.0742
2023-07-04,32.3092
2023-07-03,33.9577
2023-06-30,34.4178
2023-06-29,34.2100
2023-06-28,36.5666
2023-06-27,39.1851
2023-06-26,42.0056
2023-06-23,45.1394
2023-06-22,49.3815
2023-06-21,52.5716
2023-06-20,54.0253
2023-06-19,56.3691
2023-06-16,57.2236
2023-06-15,58.4244
2023-06-14,58.5354
2023-06-13,58.9606
2023-06-12,57.8737
2023-06-09,56.6659
2023-06-08,56.6243
2023-06-07,56.5828
2023-06-06,54.7630
2023-06-05,53.2191
2023-06-02,52.3254
2023-06-01,51.7828
2023-05-31,52.0469
2023-05-30,50.2045
2023-05-29,48.4466
2023-05-26,46.4935
2023-05-25,44.6869
2023-05-24,43.3801
2023-05-23,42.2460
2023-05-22,41.8034
2023-05-19,42.7793
2023-05-18,44.0465
2023-05-17,45.4545
2023-05-16,45.3965
2023-05-15,43.6517
2023-05-12,42.2690
2023-05-11,39.9795
2023-05-10,37.5875
2023-05-09,34.9731
2023-05-08,32.2734
2023-05-05,29.0027
2023-05-04,25.6091
2023-05-03,24.1887
2023-05-02,23.4230
2023-04-28,22.5954
2023-04-27,23.6600
2023-04-26,25.2882
2023-04-25,27.7392
2023-04-24,30.2129
2023-04-21,32.8136
2023-04-20,35.7033
2023-04-19,36.9458
2023-04-18,35.5600
2023-04-17,34.6042
2023-04-13,31.5210
2023-04-12,28.2156
2023-04-11,25.6074
2023-04-10,23.1235
2023-04-06,21.8767
2023-04-05,21.3568
2023-04-04,20.2748
2023-04-03,20.2397
2023-03-31,20.2006
2023-03-29,21.1655
2023-03-28,22.5925
2023-03-27,22.4064
2023-03-24,22.2848
2023-03-23,22.9314
2023-03-22,23.8439
2023-03-21,25.5300
2023-03-20,25.4843
2023-03-17,24.1116
2023-03-16,23.9089
2023-03-15,22.3153
2023-03-14,21.1629
2023-03-13,20.3644
2023-03-10,19.9430
2023-03-09,21.2706
2023-03-08,23.1623
2023-03-06,24.8103
2023-03-03,27.5519
2023-03-02,28.1661
2023-03-01,28.1407
2023-02-28,28.6090
2023-02-27,30.2391
2023-02-24,32.0503
2023-02-23,33.0515
2023-02-22,33.2909
2023-02-21,33.5568
2023-02-20,33.0466
2023-02-17,32.6060
2023-02-16,32.8094
2023-02-15,30.8065
2023-02-14,28.9605
2023-02-13,28.6040
2023-02-10,27.1038
