Stock Ticker,1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume
HAVELLS.NS,1441.7,"1,131.80 - 1,472.00","1,375.60 x 0",721168.0,0.56,0.00 x 0,"1,370.00 - 1,393.90",18.79,"Jan 23, 2024","Jun 02, 2023",7.50 (0.54%),859.737B,1388.45,72.91,1381.95,1370.0,150156.0
