Stock Ticker,1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume
BAJFINANCE.NS,,"5,485.70 - 8,192.00",0.00 x 0,1111698.0,0.89,"7,301.30 x 0","7,291.00 - 7,386.30",215.91,"Jan 29, 2024","Jun 30, 2023",30.00 (0.41%),4.516T,7327.75,33.87,7319.1,7313.0,219358.0
