Stock Ticker,1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume
ADANIGREEN.NS,,"439.10 - 1,762.05",0.00 x 0,2595311.0,0.95,0.00 x 0,"1,636.05 - 1,677.00",7.49,"Jan 29, 2024",,N/A (N/A),2.637T,1647.0,222.27,1641.35,1664.800048828125,1085695.0
