Stock Ticker,1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume
ADANIPORTS.NS,863.46,"395.10 - 1,229.90","1,193.00 x 0",7130947.0,0.51,0.00 x 0,"1,150.00 - 1,198.75",29.39,"Feb 05, 2024 - Feb 09, 2024","Jul 28, 2023",5.00 (0.43%),2.573T,1158.9,40.52,1152.45,1190.9000244140625,2521107.0
