Stock Ticker,1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume
TATASTEEL.NS,,101.55 - 141.25,0.00 x 0,33821057.0,1.23,133.95 x 0,133.30 - 135.20,-4.99,"Jan 24, 2024","Jun 22, 2023",3.60 (2.68%),1.66T,134.25,,134.25,133.89999389648438,16578179.0
