Stock Ticker,1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Open,PE Ratio (TTM),Previous Close,Quote Price,Volume
RELIANCE.NS,2272.1,"2,180.00 - 2,856.00",0.00 x 0,5802970.0,0.65,0.00 x 0,"2,670.40 - 2,728.30",103.92,"Apr 19, 2024 - Apr 23, 2024","Aug 21, 2023",9.00 (0.33%),18.31T,2685.9,26.04,2687.75,2706.14990234375,5902076.0
